order,family,emu_genus,emu_species,emu_subspecies,fullname,new_fullname
Passeriformes,Tyrannidae,Empidonax,oberholseri,lepida,Empidonax oberholseri lepida,Empidonax oberholseri
Passeriformes,Tyrannidae,Empidonax,sp,NA,Empidonax sp NA,Empidonax sp
Passeriformes,Tyrannidae,Empidonomus,aurantioatrocristatus,minor,Empidonomus aurantioatrocristatus minor,Griseotyrannus aurantioatrocristatus
Passeriformes,Tyrannidae,Entotriccus,striaticeps,NA,Entotriccus striaticeps NA,Knipolegus striaticeps
Passeriformes,Tyrannidae,Hemitriccus,diops,diops,Hemitriccus diops diops,Hemitriccus diops
Passeriformes,Tyrannidae,Hirundinea,bellicosa,bellicosa,Hirundinea bellicosa bellicosa,Hirundinea ferruginea bellicosa
Passeriformes,Tyrannidae,Idioptilon,granadense,granadense,Idioptilon granadense granadense,Hemitriccus granadensis granadensis
Passeriformes,Tyrannidae,Idioptilon,margaritaceiventer,impiger,Idioptilon margaritaceiventer impiger,Hemitriccus margaritaceiventer impiger
Passeriformes,Tyrannidae,Idioptilon,margaritaceiventer,margaritaceiventer,Idioptilon margaritaceiventer margaritaceiventer,Hemitriccus margaritaceiventer margaritaceiventer
Passeriformes,Tyrannidae,Idioptilon,margaritaceiventer,wuchereri,Idioptilon margaritaceiventer wuchereri,Hemitriccus margaritaceiventer wuchereri
Passeriformes,Tyrannidae,Idioptilon,margaritaceiventer,wucheri,Idioptilon margaritaceiventer wucheri,Hemitriccus margaritaceiventer wuchereri
Passeriformes,Tyrannidae,Idioptilon,nidipendulum,paulistus,Idioptilon nidipendulum paulistus,Hemitriccus nidipendulus paulistus
Passeriformes,Tyrannidae,Idioptilon,striaticolle,griseiceps,Idioptilon striaticolle griseiceps,Hemitriccus striaticollis griseiceps
Passeriformes,Tyrannidae,Idioptilon,striaticolle,naumburgae,Idioptilon striaticolle naumburgae,Hemitriccus striaticollis striaticollis
Passeriformes,Tyrannidae,Idioptilon,striaticolle,striaticolle,Idioptilon striaticolle striaticolle,Hemitriccus striaticollis striaticollis
Passeriformes,Tyrannidae,Idioptilon,zosterops,NA,Idioptilon zosterops NA,Hemitriccus zosterops
Passeriformes,Tyrannidae,Laniocera,hypopyrrha,NA,Laniocera hypopyrrha NA,Laniocera hypopyrra
Passeriformes,Tyrannidae,Leptotriccus,sylviolus,NA,Leptotriccus sylviolus NA,Phylloscartes sylviolus
Passeriformes,Tyrannidae,Lessonia,rufa,rufa,Lessonia rufa rufa,Lessonia rufa
Passeriformes,Tyrannidae,Lophotriccus,pileatus,hesperius,Lophotriccus pileatus hesperius,Lophotriccus pileatus squamaecrista
Passeriformes,Tyrannidae,Mecocerculus,leucophrys,setaphagoides,Mecocerculus leucophrys setaphagoides,Mecocerculus leucophrys setophagoides
Passeriformes,Tyrannidae,Megarhynchus,pitangua,mexicanus,Megarhynchus pitangua mexicanus,Megarynchus pitangua mexicanus
Passeriformes,Tyrannidae,Megarhynchus,pitangua,NA,Megarhynchus pitangua NA,Megarynchus pitangua
Passeriformes,Tyrannidae,Megarhynchus,pitangua,pitangua,Megarhynchus pitangua pitangua,Megarynchus pitangua pitangua
Passeriformes,Tyrannidae,Megarhynchus,pitangua,tardiusculus,Megarhynchus pitangua tardiusculus,Megarynchus pitangua tardiusculus
Passeriformes,Tyrannidae,Mionectes,olivaceus,improvisus,Mionectes olivaceus improvisus,Mionectes galbinus hederaceus
Passeriformes,Tyrannidae,Mionectes,striaticallis,NA,Mionectes striaticallis NA,Mionectes striaticollis
Passeriformes,Tyrannidae,Mitrephanes,phaeocercus,auranteiventris,Mitrephanes phaeocercus auranteiventris,Mitrephanes phaeocercus aurantiiventris
Passeriformes,Tyrannidae,Mitrephanes,phaeocercus,quercinus,Mitrephanes phaeocercus quercinus,Mitrephanes phaeocercus phaeocercus
Passeriformes,Tyrannidae,Muscisaxicola,alpina,cinerea,Muscisaxicola alpina cinerea,Muscisaxicola cinereus
Passeriformes,Tyrannidae,Myiarchus,cephalotes,caucae,Myiarchus cephalotes caucae,Myiarchus cephalotes cephalotes
Passeriformes,Tyrannidae,Myiarchus,cinerascens,cinerascent,Myiarchus cinerascens cinerascent,Myiarchus cinerascens cinerascens
Passeriformes,Tyrannidae,Myiarchus,crinitus,boreus,Myiarchus crinitus boreus,Myiarchus crinitus
Passeriformes,Tyrannidae,Myiarchus,crinitus,crinitus,Myiarchus crinitus crinitus,Myiarchus crinitus
Passeriformes,Tyrannidae,Myiarchus,ferox,actiosus,Myiarchus ferox actiosus,Myiarchus panamensis actiosus
Passeriformes,Tyrannidae,Myiarchus,sp,NA,Myiarchus sp NA,Myiarchus sp
Passeriformes,Tyrannidae,Myiarchus,tuberculifer,lawrencei,Myiarchus tuberculifer lawrencei,Myiarchus tuberculifer lawrenceii
Passeriformes,Tyrannidae,Myiarchus,tuberculifer,tresmariae,Myiarchus tuberculifer tresmariae,Myiarchus tuberculifer querulus
Passeriformes,Tyrannidae,Myiarchus,tuberculifer,tricolor,Myiarchus tuberculifer tricolor,Myiarchus tuberculifer
Passeriformes,Tyrannidae,Myiarchus,tyrannulus,chlorepiscius,Myiarchus tyrannulus chlorepiscius,Myiarchus tyrannulus tyrannulus
Passeriformes,Tyrannidae,Myiarchus,tyrannulus,nelsoni,Myiarchus tyrannulus nelsoni,Myiarchus tyrannulus cooperi
Passeriformes,Tyrannidae,Myiobius,barbatus,mastacilis,Myiobius barbatus mastacilis,Myiobius barbatus mastacalis
Passeriformes,Tyrannidae,Myiobius,barbatus,mastacollis,Myiobius barbatus mastacollis,Myiobius barbatus mastacalis
Passeriformes,Tyrannidae,Myiodynastes,bairdi,NA,Myiodynastes bairdi NA,Myiodynastes bairdii
Passeriformes,Tyrannidae,Myiodynastes,luteiventris,luteiventris,Myiodynastes luteiventris luteiventris,Myiodynastes luteiventris
Passeriformes,Tyrannidae,Myiodynastes,luteiventris,swarthi,Myiodynastes luteiventris swarthi,Myiodynastes luteiventris
Passeriformes,Tyrannidae,Myiophobus,fasciatus,chrypterythrus,Myiophobus fasciatus chrypterythrus,Myiophobus crypterythrus
Passeriformes,Tyrannidae,Myiophobus,fasciatus,crypterthrus,Myiophobus fasciatus crypterthrus,Myiophobus crypterythrus
Passeriformes,Tyrannidae,Myiophobus,fasciatus,cryptoxanthus,Myiophobus fasciatus cryptoxanthus,Myiophobus cryptoxanthus
Passeriformes,Tyrannidae,Myiozetetes,cayenensis,hellmayri,Myiozetetes cayenensis hellmayri,Myiozetetes cayanensis hellmayri
Passeriformes,Tyrannidae,Myiozetetes,inornata,NA,Myiozetetes inornata NA,Phelpsia inornata
Passeriformes,Tyrannidae,Oncostoma,cinereigulare,cinereigulare,Oncostoma cinereigulare cinereigulare,Oncostoma cinereigulare
Passeriformes,Tyrannidae,Oncostoma,cinereigulare,olivaceum,Oncostoma cinereigulare olivaceum,Oncostoma olivaceum
Passeriformes,Tyrannidae,Onychorhynchus,mexicanus,fraterculus,Onychorhynchus mexicanus fraterculus,Onychorhynchus mexicanus fraterculus
Passeriformes,Tyrannidae,Onychorhynchus,mexicanus,mexicanus,Onychorhynchus mexicanus mexicanus,Onychorhynchus mexicanus mexicanus
Passeriformes,Tyrannidae,Oreotriccus,griseocapillus,NA,Oreotriccus griseocapillus NA,Phyllomyias griseocapilla
Passeriformes,Tyrannidae,Oreotriccus,plumbeiceps,NA,Oreotriccus plumbeiceps NA,Phyllomyias plumbeiceps
Passeriformes,Tyrannidae,Ornithion,semiflavum,brunneicapillum,Ornithion semiflavum brunneicapillum,Ornithion brunneicapillus
Passeriformes,Tyrannidae,Phaeomyias,murina,obsoletum,Phaeomyias murina obsoletum,Nesotriccus murinus
Passeriformes,Tyrannidae,Phaeotriccus,poecilocercus,NA,Phaeotriccus poecilocercus NA,Knipolegus poecilocercus
Passeriformes,Tyrannidae,Phyllomyias,fasciatus,virescens,Phyllomyias fasciatus virescens,Phyllomyias virescens
Passeriformes,Tyrannidae,Pipromorpha,macconnelli,amazona,Pipromorpha macconnelli amazona,Mionectes macconnelli amazonus
Passeriformes,Tyrannidae,Pipromorpha,oleaginea,assimilis,Pipromorpha oleaginea assimilis,Mionectes oleagineus assimilis
Passeriformes,Tyrannidae,Pipromorpha,oleaginea,dyscola,Pipromorpha oleaginea dyscola,Mionectes oleagineus assimilis
Passeriformes,Tyrannidae,Pipromorpha,oleaginea,oleaginea,Pipromorpha oleaginea oleaginea,Mionectes oleagineus oleagineus
Passeriformes,Tyrannidae,Pipromorpha,oleaginea,pacifica,Pipromorpha oleaginea pacifica,Mionectes oleagineus pacificus
Passeriformes,Tyrannidae,Pipromorpha,oleaginea,parca,Pipromorpha oleaginea parca,Mionectes oleagineus parcus
Passeriformes,Tyrannidae,Pipromorpha,oleaginea,wallacei,Pipromorpha oleaginea wallacei,Mionectes oleagineus oleagineus
Passeriformes,Tyrannidae,Pipromorpha,oleaginia,dyscola,Pipromorpha oleaginia dyscola,Mionectes oleagineus assimilis
Passeriformes,Tyrannidae,Pipromorpha,rufiventris,NA,Pipromorpha rufiventris NA,Mionectes rufiventris
Passeriformes,Tyrannidae,Platyrinchus,mystaceus,cancrominus,Platyrinchus mystaceus cancrominus,Platyrinchus mystaceus cancromus
Passeriformes,Tyrannidae,Platyrinchus,mystaceus,niveigula,Platyrinchus mystaceus niveigula,Platyrinchus mystaceus niveigularis
Passeriformes,Tyrannidae,Sayornis,saya,sp,Sayornis saya sp,Sayornis saya
Passeriformes,Tyrannidae,Serpophaga,munda,NA,Serpophaga munda NA,Serpophaga subcristata munda
Passeriformes,Tyrannidae,Stigmatura,budytoides,bahiae,Stigmatura budytoides bahiae,Stigmatura bahiae
Passeriformes,Tyrannidae,Suiriri,affinis,affinis,Suiriri affinis affinis,Suiriri suiriri burmeisteri
Passeriformes,Tyrannidae,Suiriri,affinis,bahiae,Suiriri affinis bahiae,Suiriri suiriri bahiae
Passeriformes,Tyrannidae,Suiriri,islerorum,NA,Suiriri islerorum NA,Guyramemua affine
Passeriformes,Tyrannidae,Terenotriccus,erythrurus,amazonas,Terenotriccus erythrurus amazonas,Terenotriccus erythrurus amazonus
Passeriformes,Tyrannidae,Terenotriccus,erythrurus,singatus,Terenotriccus erythrurus singatus,Terenotriccus erythrurus signatus
Passeriformes,Tyrannidae,Tyranniscus,gracilipes,gracilipes,Tyranniscus gracilipes gracilipes,Zimmerius gracilipes gracilipes
Passeriformes,Tyrannidae,Tyranniscus,gracilipes,pallidior,Tyranniscus gracilipes pallidior,Zimmerius acer
Passeriformes,Tyrannidae,Tyranniscus,nigrocapillus,nigrocapillus,Tyranniscus nigrocapillus nigrocapillus,Phyllomyias nigrocapillus nigrocapillus
Passeriformes,Tyrannidae,Tyranniscus,uropygialis,NA,Tyranniscus uropygialis NA,Phyllomyias uropygialis
Passeriformes,Tyrannidae,Tyranniscus,vilissimus,improbus,Tyranniscus vilissimus improbus,Zimmerius improbus improbus
Passeriformes,Tyrannidae,Tyranniscus,vilissimus,parvus,Tyranniscus vilissimus parvus,Zimmerius parvus
Passeriformes,Tyrannidae,Tyranniscus,vilissimus,vilissimus,Tyranniscus vilissimus vilissimus,Zimmerius vilissimus
Passeriformes,Tyrannidae,Tyranniscus,viridiflavus,albigularis,Tyranniscus viridiflavus albigularis,Zimmerius viridiflavus
Passeriformes,Tyrannidae,Tyranniscus,viridiflavus,chrysops,Tyranniscus viridiflavus chrysops,Zimmerius viridiflavus
Passeriformes,Tyrannidae,Tyrannopsis,luteiventris,NA,Tyrannopsis luteiventris NA,Myiozetetes luteiventris
Passeriformes,Tyrannidae,Tyrannulus,elatus,elatus,Tyrannulus elatus elatus,Tyrannulus elatus
Passeriformes,Tyrannidae,Tyrannulus,elatus,panamensis,Tyrannulus elatus panamensis,Tyrannulus elatus
Passeriformes,Tyrannidae,Tyrannus,melancholicus,chloronotus,Tyrannus melancholicus chloronotus,Tyrannus melancholicus satrapa
Passeriformes,Tyrannidae,Tyrannus,melancholicus,melancholicua,Tyrannus melancholicus melancholicua,Tyrannus melancholicus melancholicus
Passeriformes,Tyrannidae,Tyrannus,melancholicus,occidentalis,Tyrannus melancholicus occidentalis,Tyrannus melancholicus satrapa
Passeriformes,Tyrannidae,Tyrannus,sp,NA,Tyrannus sp NA,Tyrannus sp
Passeriformes,Tyrannidae,Xanthomyias,virescens,NA,Xanthomyias virescens NA,Phyllomyias virescens
Passeriformes,Tyrannidae,Xanthomyias,virescens,virescens,Xanthomyias virescens virescens,Phyllomyias virescens
Passeriformes,Tyrannidae,Xolmis,murina,NA,Xolmis murina NA,Agriornis murinus
Strigiformes,Tytonidae,Tyto,alba,pratiacola,Tyto alba pratiacola,Tyto alba pratincola
Passeriformes,Vireonidae,Hylophilus,decurtatus,dariensis,Hylophilus decurtatus dariensis,Pachysylvia decurtata darienensis
Passeriformes,Vireonidae,Hylophilus,poicilotus,poicilotus,Hylophilus poicilotus poicilotus,Hylophilus poicilotis
Passeriformes,Vireonidae,Vireo,antiloquus,antiloquus,Vireo antiloquus antiloquus,Vireo altiloquus altiloquus
Passeriformes,Vireonidae,Vireo,bellii,belli,Vireo bellii belli,Vireo bellii bellii
Passeriformes,Vireonidae,Vireo,pallens,nicoyensis,Vireo pallens nicoyensis,Vireo pallens nicoyensis
Passeriformes,Vireonidae,Vireo,plumbeus,pinicolus,Vireo plumbeus pinicolus,Vireo plumbeus plumbeus
Passeriformes,Zosteropidae,Zosterops,japonicus,meyeni,Zosterops japonicus meyeni,Zosterops meyeni
Passeriformes,Zosteropidae,Zosterops,japonicus,simplex,Zosterops japonicus simplex,Zosterops simplex simplex
Passeriformes,Zosteropidae,Zosterops,pallida,NA,Zosterops pallida NA,Zosterops pallidus
Passeriformes,Zosteropidae,Zosterops,senegalensis,scotti,Zosterops senegalensis scotti,Zosterops stuhlmanni stuhlmanni
