"","fullname","family","order","full_clements","IOC_seq","family_clements","order_clements"
"202","Fluvicola nengeta NA","Tyrannidae","Passeriformes","Fluvicola nengeta NA",17818,"Tyrannidae","PASSERIFORMES"
"203","Elaenia albiceps chilensis","Tyrannidae","Passeriformes","Elaenia albiceps chilensis",16877,"Tyrannidae","PASSERIFORMES"
"204","Elaenia albiceps griseigularis","Tyrannidae","Passeriformes","Elaenia albiceps griseigularis",16870,"Tyrannidae","PASSERIFORMES"
"205","Elaenia flavogaster subpagana","Tyrannidae","Passeriformes","Elaenia flavogaster subpagana",16853,"Tyrannidae","PASSERIFORMES"
"206","Elaenia flavogaster flavogaster","Tyrannidae","Passeriformes","Elaenia flavogaster flavogaster",16855,"Tyrannidae","PASSERIFORMES"
"207","Elaenia frantzii frantzii","Tyrannidae","Passeriformes","Elaenia frantzii frantzii",16894,"Tyrannidae","PASSERIFORMES"
"208","Elaenia martinica martinica","Tyrannidae","Passeriformes","Elaenia martinica martinica",16859,"Tyrannidae","PASSERIFORMES"
"209","Elaenia cristata cristata","Tyrannidae","Passeriformes","Elaenia cristata cristata",16885,"Tyrannidae","PASSERIFORMES"
"210","Elaenia cristata NA","Tyrannidae","Passeriformes","Elaenia cristata NA",16883,"Tyrannidae","PASSERIFORMES"
"211","Elaenia obscura sordida","Tyrannidae","Passeriformes","Elaenia sordida NA",16899,"Tyrannidae","PASSERIFORMES"
"212","Camptostoma imberbe NA","Tyrannidae","Passeriformes","Camptostoma imberbe NA",16921,"Tyrannidae","PASSERIFORMES"
"213","Camptostoma obsoletum cinerascens","Tyrannidae","Passeriformes","Camptostoma obsoletum cinerascens",16942,"Tyrannidae","PASSERIFORMES"
"214","Camptostoma obsoletum NA","Tyrannidae","Passeriformes","Camptostoma obsoletum NA",16924,"Tyrannidae","PASSERIFORMES"
"215","Camptostoma obsoletum pusillum","Tyrannidae","Passeriformes","Camptostoma obsoletum pusillum",16932,"Tyrannidae","PASSERIFORMES"
"216","Camptostoma obsoletum obsoletum","Tyrannidae","Passeriformes","Camptostoma obsoletum obsoletum",16943,"Tyrannidae","PASSERIFORMES"
"217","Camptostoma obsoletum flaviventre","Tyrannidae","Passeriformes","Camptostoma obsoletum flaviventre",16926,"Tyrannidae","PASSERIFORMES"
"218","Camptostoma obsoletum caucae","Tyrannidae","Passeriformes","Camptostoma obsoletum caucae",16929,"Tyrannidae","PASSERIFORMES"
"219","Camptostoma obsoletum bolivianum","Tyrannidae","Passeriformes","Camptostoma obsoletum bolivianum",16941,"Tyrannidae","PASSERIFORMES"
"220","Camptostoma obsoletum napaeum","Tyrannidae","Passeriformes","Camptostoma obsoletum napaeum",16934,"Tyrannidae","PASSERIFORMES"
"221","Attila spadiceus spadiceus","Tyrannidae","Passeriformes","Attila spadiceus spadiceus",18127,"Tyrannidae","PASSERIFORMES"
"222","Attila spadiceus uropygiatus","Tyrannidae","Passeriformes","Attila spadiceus uropygiatus",18128,"Tyrannidae","PASSERIFORMES"
"223","Attila spadiceus pacificus","Tyrannidae","Passeriformes","Attila spadiceus pacificus",18117,"Tyrannidae","PASSERIFORMES"
"224","Attila spadiceus citreopygus","Tyrannidae","Passeriformes","Attila spadiceus citreopyga",18122,"Tyrannidae","PASSERIFORMES"
"225","Pica pica NA","Corvidae","Passeriformes","Pica pica NA",22773,"Corvidae","PASSERIFORMES"
"226","Carduelis magellanica NA","Fringillidae","Passeriformes","Spinus magellanicus NA",34416,"Fringillidae","PASSERIFORMES"
"227","Basilornis celebensis NA","Sturnidae","Passeriformes","Basilornis celebensis NA",29601,"Sturnidae","PASSERIFORMES"
"228","Saltator coerulescens mutus","Emberizidae","Passeriformes","Saltator coerulescens mutus",36550,"Thraupidae","PASSERIFORMES"
"229","Saltator coerulescens olivascens","Emberizidae","Passeriformes","Saltator olivascens olivascens",36547,"Thraupidae","PASSERIFORMES"
"230","Saltator coerulescens plumbeus","Emberizidae","Passeriformes","Saltator olivascens plumbeus",36545,"Thraupidae","PASSERIFORMES"
"231","Saltator coerulescens NA","Emberizidae","Passeriformes","Saltator coerulescens NA",36548,"Thraupidae","PASSERIFORMES"
"232","Saltator coerulescens superciliaris","Emberizidae","Passeriformes","Saltator coerulescens superciliaris",36551,"Thraupidae","PASSERIFORMES"
"233","Saltator coerulescens vigorsii","Emberizidae","Passeriformes","Saltator grandis vigorsii",36538,"Thraupidae","PASSERIFORMES"
"234","Saltator coerulescens azarae","Emberizidae","Passeriformes","Saltator coerulescens azarae",36549,"Thraupidae","PASSERIFORMES"
"235","Saltator maximus maximus","Emberizidae","Passeriformes","Saltator maximus maximus",36572,"Thraupidae","PASSERIFORMES"
"236","Saltator maximus iungens","Emberizidae","Passeriformes","Saltator maximus iungens",36571,"Thraupidae","PASSERIFORMES"
"237","Saltator maximus magnoides","Emberizidae","Passeriformes","Saltator maximus magnoides",36569,"Thraupidae","PASSERIFORMES"
"238","Saltator similis ochraceiventris","Emberizidae","Passeriformes","Saltator similis ochraceiventris",36536,"Thraupidae","PASSERIFORMES"
"239","Saltator similis similis","Emberizidae","Passeriformes","Saltator similis similis",36535,"Thraupidae","PASSERIFORMES"
"240","Ramphocelus bresilius bresilius","Emberizidae","Passeriformes","Ramphocelus bresilius bresilius",36818,"Thraupidae","PASSERIFORMES"
"241","Ramphocelus bresilius dorsalis","Emberizidae","Passeriformes","Ramphocelus bresilius dorsalis",36819,"Thraupidae","PASSERIFORMES"
"242","Ramphocelus bresilius NA","Emberizidae","Passeriformes","Ramphocelus bresilius NA",36817,"Thraupidae","PASSERIFORMES"
"243","Ramphocelus carbo unicolor","Emberizidae","Passeriformes","Ramphocelus carbo unicolor",36831,"Thraupidae","PASSERIFORMES"
"244","Ramphocelus carbo NA","Emberizidae","Passeriformes","Ramphocelus carbo NA",36830,"Thraupidae","PASSERIFORMES"
"245","Ramphocelus carbo centralis","Emberizidae","Passeriformes","Ramphocelus carbo centralis",36838,"Thraupidae","PASSERIFORMES"
"246","Ramphocelus carbo carbo","Emberizidae","Passeriformes","Ramphocelus carbo carbo",36834,"Thraupidae","PASSERIFORMES"
"247","Ramphocelus carbo capitalis","Emberizidae","Passeriformes","Ramphocelus carbo capitalis",36832,"Thraupidae","PASSERIFORMES"
"248","Ramphocelus carbo connectens","Emberizidae","Passeriformes","Ramphocelus carbo connectens",36836,"Thraupidae","PASSERIFORMES"
"249","Ramphocelus dimidiatus dimidiatus","Emberizidae","Passeriformes","Ramphocelus dimidiatus dimidiatus",36823,"Thraupidae","PASSERIFORMES"
"250","Ramphocelus dimidiatus molochinus","Emberizidae","Passeriformes","Ramphocelus dimidiatus molochinus",36825,"Thraupidae","PASSERIFORMES"
"251","Ramphocelus dimidiatus NA","Emberizidae","Passeriformes","Ramphocelus dimidiatus NA",36820,"Thraupidae","PASSERIFORMES"
"252","Ramphocelus flammigerus flammigerus","Emberizidae","Passeriformes","Ramphocelus flammigerus flammigerus",36810,"Thraupidae","PASSERIFORMES"
"253","Ramphocelus flammigerus icteronotus","Emberizidae","Passeriformes","Ramphocelus flammigerus icteronotus",36812,"Thraupidae","PASSERIFORMES"
"254","Ramphocelus flammigerus NA","Emberizidae","Passeriformes","Ramphocelus flammigerus NA",36809,"Thraupidae","PASSERIFORMES"
"255","Ramphocelus passerinii costaricensis","Emberizidae","Passeriformes","Ramphocelus passerinii costaricensis",36816,"Thraupidae","PASSERIFORMES"
"256","Ramphocelus passerinii passerinii","Emberizidae","Passeriformes","Ramphocelus passerinii passerinii",36814,"Thraupidae","PASSERIFORMES"
"257","Ramphocelus passerinii NA","Emberizidae","Passeriformes","Ramphocelus passerinii NA",36813,"Thraupidae","PASSERIFORMES"
"258","Ramphocelus sanguinolentus NA","Emberizidae","Passeriformes","Ramphocelus sanguinolentus NA",36806,"Thraupidae","PASSERIFORMES"
"259","Poospiza cinerea melanoleuca","Emberizidae","Passeriformes","Microspingus melanoleucus NA",37043,"Thraupidae","PASSERIFORMES"
"260","Poospiza lateralis cabanisi","Emberizidae","Passeriformes","Microspingus cabanisi NA",37032,"Thraupidae","PASSERIFORMES"
"261","Poospiza lateralis lateralis","Emberizidae","Passeriformes","Microspingus lateralis NA",37031,"Thraupidae","PASSERIFORMES"
"262","Poospiza torquata pectoralis","Emberizidae","Passeriformes","Microspingus torquatus pectoralis",37041,"Thraupidae","PASSERIFORMES"
"263","Pooecetes gramineus confinis","Emberizidae","Passeriformes","Pooecetes gramineus confinis",35077,"Passerellidae","PASSERIFORMES"
"264","Tachyphonus cristatus NA","Emberizidae","Passeriformes","Loriotus cristatus NA",36758,"Thraupidae","PASSERIFORMES"
"265","Serinus burtoni kilimensis","Fringillidae","Passeriformes","Crithagra burtoni kilimensis",34269,"Fringillidae","PASSERIFORMES"
"266","Serinus burtoni tanganjicae","Fringillidae","Passeriformes","Crithagra burtoni tanganjicae",34268,"Fringillidae","PASSERIFORMES"
"267","Serinus citrinella citrinella","Fringillidae","Passeriformes","Carduelis citrinella NA",34367,"Fringillidae","PASSERIFORMES"
"268","Serinus citrinelloides hypostictus","Fringillidae","Passeriformes","Crithagra hyposticta hyposticta",34174,"Fringillidae","PASSERIFORMES"
"269","Serinus citrinelloides kikuyensis","Fringillidae","Passeriformes","Crithagra citrinelloides kikuyensis",34169,"Fringillidae","PASSERIFORMES"
"270","Serinus flaviventris dorsostriatus","Fringillidae","Passeriformes","Crithagra dorsostriata dorsostriata",34219,"Fringillidae","PASSERIFORMES"
"271","Serinus flaviventris maculicollis","Fringillidae","Passeriformes","Crithagra dorsostriata maculicollis",34218,"Fringillidae","PASSERIFORMES"
"272","Serinus frontalis frontalis","Fringillidae","Passeriformes","Crithagra frontalis NA",34171,"Fringillidae","PASSERIFORMES"
"273","Serinus gularis striatipectus","Fringillidae","Passeriformes","Crithagra reichardi striatipectus",34245,"Fringillidae","PASSERIFORMES"
"274","Serinus gularis mendosus","Fringillidae","Passeriformes","Crithagra gularis mendosa",34253,"Fringillidae","PASSERIFORMES"
"275","Serinus gularis reichardi","Fringillidae","Passeriformes","Crithagra reichardi reichardi",34247,"Fringillidae","PASSERIFORMES"
"276","Serinus leucopygius NA","Fringillidae","Passeriformes","Crithagra leucopygia NA",34184,"Fringillidae","PASSERIFORMES"
"277","Serinus leucopygius riggenbachi","Fringillidae","Passeriformes","Crithagra leucopygia riggenbachi",34185,"Fringillidae","PASSERIFORMES"
"278","Serinus striolatus striolatus","Fringillidae","Passeriformes","Crithagra striolata striolata",34273,"Fringillidae","PASSERIFORMES"
"279","Serinus mozambicus NA","Fringillidae","Passeriformes","Crithagra mozambica NA",34205,"Fringillidae","PASSERIFORMES"
"280","Nilaus afer afer","Laniidae","Passeriformes","Nilaus afer afer",20167,"Malaconotidae","PASSERIFORMES"
"281","Acanthis flammea flammea","Fringillidae","Passeriformes","Acanthis flammea flammea",34301,"Fringillidae","PASSERIFORMES"
"282","Acanthis flammea NA","Fringillidae","Passeriformes","Acanthis flammea NA",34300,"Fringillidae","PASSERIFORMES"
"283","Acanthis cannabina cannabina","Fringillidae","Passeriformes","Linaria cannabina cannabina",34292,"Fringillidae","PASSERIFORMES"
"284","Acanthis cannabina NA","Fringillidae","Passeriformes","Linaria cannabina NA",34290,"Fringillidae","PASSERIFORMES"
"285","Acanthis flavirostris flavirostris","Fringillidae","Passeriformes","Linaria flavirostris flavirostris",34282,"Fringillidae","PASSERIFORMES"
"286","Acanthis hornemanni exilipes","Fringillidae","Passeriformes","Acanthis hornemanni exilipes",34307,"Fringillidae","PASSERIFORMES"
"287","Carduelis chloris chloris","Fringillidae","Passeriformes","Chloris chloris chloris",34124,"Fringillidae","PASSERIFORMES"
"288","Progne subis NA","Hirundinidae","Passeriformes","Progne subis NA",24974,"Hirundinidae","PASSERIFORMES"
"289","Progne chalybea chalybea","Hirundinidae","Passeriformes","Progne chalybea chalybea",24981,"Hirundinidae","PASSERIFORMES"
"290","Progne chalybea domestica","Hirundinidae","Passeriformes","Progne chalybea macrorhamphus",24983,"Hirundinidae","PASSERIFORMES"
"291","Progne tapera fusca","Hirundinidae","Passeriformes","Progne tapera fusca",24969,"Hirundinidae","PASSERIFORMES"
"292","Progne tapera NA","Hirundinidae","Passeriformes","Progne tapera NA",24967,"Hirundinidae","PASSERIFORMES"
"293","Progne tapera tapera","Hirundinidae","Passeriformes","Progne tapera tapera",24968,"Hirundinidae","PASSERIFORMES"
"294","Progne modesta modesta","Hirundinidae","Passeriformes","Progne modesta NA",24973,"Hirundinidae","PASSERIFORMES"
"295","Neochelidon tibialis griseiventris","Hirundinidae","Passeriformes","Atticora tibialis griseiventris",24937,"Hirundinidae","PASSERIFORMES"
"296","Neochelidon tibialis minimus","Hirundinidae","Passeriformes","Atticora tibialis minima",24936,"Hirundinidae","PASSERIFORMES"
"297","Hirundo rustica erythrogaster","Hirundinidae","Passeriformes","Hirundo rustica erythrogaster",25056,"Hirundinidae","PASSERIFORMES"
"298","Ptilinopus ornatus NA","Columbidae","Columbiformes","Ptilinopus ornatus NA",5332,"Columbidae","COLUMBIFORMES"
"299","Hirundo rustica rustica","Hirundinidae","Passeriformes","Hirundo rustica rustica",25049,"Hirundinidae","PASSERIFORMES"
"300","Hirundo rustica NA","Hirundinidae","Passeriformes","Hirundo rustica NA",25048,"Hirundinidae","PASSERIFORMES"
"301","Uraeginthus ianthinogaster roosevelti","Estrildidae","Passeriformes","Granatina ianthinogaster NA",33337,"Estrildidae","PASSERIFORMES"
"302","Uraeginthus ianthinogaster NA","Estrildidae","Passeriformes","Granatina ianthinogaster NA",33335,"Estrildidae","PASSERIFORMES"
"303","Lonchura cucullata cucullata","Estrildidae","Passeriformes","Spermestes cucullata cucullata",33016,"Estrildidae","PASSERIFORMES"
"304","Lonchura cucullata scutata","Estrildidae","Passeriformes","Spermestes cucullata scutata",33017,"Estrildidae","PASSERIFORMES"
"305","Lonchura cucullata NA","Estrildidae","Passeriformes","Spermestes cucullata NA",33015,"Estrildidae","PASSERIFORMES"
"306","Lonchura cucullata tessellata","Estrildidae","Passeriformes","Spermestes cucullata scutata",33018,"Estrildidae","PASSERIFORMES"
"307","Lonchura punctulata cabanisi","Estrildidae","Passeriformes","Lonchura punctulata cabanisi",33050,"Estrildidae","PASSERIFORMES"
"308","Prionops plumata NA","Laniidae","Passeriformes","Prionops plumatus NA",20229,"Vangidae","PASSERIFORMES"
"309","Lonchura punctulata punctulata","Estrildidae","Passeriformes","Lonchura punctulata punctulata",33045,"Estrildidae","PASSERIFORMES"
"310","Lonchura punctulata topela","Estrildidae","Passeriformes","Lonchura punctulata topela",33049,"Estrildidae","PASSERIFORMES"
"311","Lonchura punctulata yunnanensis","Estrildidae","Passeriformes","Lonchura punctulata yunnanensis",33048,"Estrildidae","PASSERIFORMES"
"312","Lonchura malacca jagori","Estrildidae","Passeriformes","Lonchura atricapilla jagori",33093,"Estrildidae","PASSERIFORMES"
"313","Lonchura malacca malacca","Estrildidae","Passeriformes","Lonchura malacca NA",33085,"Estrildidae","PASSERIFORMES"
"314","Lonchura malacca atricapilla","Estrildidae","Passeriformes","Lonchura atricapilla atricapilla",33088,"Estrildidae","PASSERIFORMES"
"315","Lonchura malacca NA","Estrildidae","Passeriformes","Lonchura malacca NA",33084,"Estrildidae","PASSERIFORMES"
"316","Lonchura malabarica cantans","Estrildidae","Passeriformes","Euodice cantans cantans",33030,"Estrildidae","PASSERIFORMES"
"317","Lonchura malabarica orientalis","Estrildidae","Passeriformes","Euodice cantans orientalis",33031,"Estrildidae","PASSERIFORMES"
"318","Lonchura bicolor stigmatophora","Estrildidae","Passeriformes","NA NA NA",33023,"Estrildidae","PASSERIFORMES"
"319","Lonchura bicolor poensis","Estrildidae","Passeriformes","Spermestes bicolor poensis",33022,"Estrildidae","PASSERIFORMES"
"320","Lonchura bicolor nigriceps","Estrildidae","Passeriformes","Spermestes bicolor nigriceps",33026,"Estrildidae","PASSERIFORMES"
"321","Lonchura caniceps NA","Estrildidae","Passeriformes","Lonchura caniceps NA",33117,"Estrildidae","PASSERIFORMES"
"322","Lonchura castaneothorax NA","Estrildidae","Passeriformes","Lonchura castaneothorax NA",33135,"Estrildidae","PASSERIFORMES"
"323","Lonchura striata subsquamicollis","Estrildidae","Passeriformes","Lonchura striata subsquamicollis",33072,"Estrildidae","PASSERIFORMES"
"324","Poephila bichenovii bichenovii","Estrildidae","Passeriformes","Stizoptera bichenovii bichenovii",32999,"Estrildidae","PASSERIFORMES"
"325","Poephila bichenovii NA","Estrildidae","Passeriformes","Stizoptera bichenovii NA",32997,"Estrildidae","PASSERIFORMES"
"326","Poephila bichenovii annulosa","Estrildidae","Passeriformes","Stizoptera bichenovii annulosa",32998,"Estrildidae","PASSERIFORMES"
"327","Poephila guttata NA","Estrildidae","Passeriformes","Taeniopygia guttata NA",33000,"Estrildidae","PASSERIFORMES"
"328","Poephila cincta cincta","Estrildidae","Passeriformes","Poephila cincta cincta",33013,"Estrildidae","PASSERIFORMES"
"329","Poephila cincta NA","Estrildidae","Passeriformes","Poephila cincta NA",33010,"Estrildidae","PASSERIFORMES"
"330","Icterus gularis gigas","Icteridae","Passeriformes","Icterus gularis gigas",35537,"Icteridae","PASSERIFORMES"
"331","Icterus icterus icterus","Icteridae","Passeriformes","Icterus icterus icterus",35575,"Icteridae","PASSERIFORMES"
"332","Icterus icterus jamacaii","Icteridae","Passeriformes","Icterus jamacaii NA",35572,"Icteridae","PASSERIFORMES"
"333","Icterus icterus ridgwayi","Icteridae","Passeriformes","Icterus icterus ridgwayi",35576,"Icteridae","PASSERIFORMES"
"334","Icterus icterus NA","Icteridae","Passeriformes","Icterus icterus NA",35574,"Icteridae","PASSERIFORMES"
"335","Icterus icterus croconotus","Icteridae","Passeriformes","Icterus croconotus croconotus",35579,"Icteridae","PASSERIFORMES"
"336","Icterus mesomelas salvinii","Icteridae","Passeriformes","Icterus mesomelas salvinii",35563,"Icteridae","PASSERIFORMES"
"337","Icterus pectoralis espinachi","Icteridae","Passeriformes","Icterus pectoralis espinachi",35570,"Icteridae","PASSERIFORMES"
"338","Icterus wagleri castaneopectus","Icteridae","Passeriformes","Icterus wagleri castaneopectus",35583,"Icteridae","PASSERIFORMES"
"339","Icterus cayanensis chrysocephalus","Icteridae","Passeriformes","Icterus cayanensis chrysocephalus",35620,"Icteridae","PASSERIFORMES"
"340","Icterus cayanensis periporphyrus","Icteridae","Passeriformes","Icterus pyrrhopterus periporphyrus",35613,"Icteridae","PASSERIFORMES"
"341","Icterus cayanensis pyrrhopterus","Icteridae","Passeriformes","Icterus pyrrhopterus pyrrhopterus",35614,"Icteridae","PASSERIFORMES"
"342","Icterus cayanensis tibialis","Icteridae","Passeriformes","Icterus pyrrhopterus tibialis",35615,"Icteridae","PASSERIFORMES"
"343","Icterus cayanensis valenciobuenoi","Icteridae","Passeriformes","Icterus pyrrhopterus valenciobuenoi",35616,"Icteridae","PASSERIFORMES"
