"","fullname","sciname","subspecies","genus","species","family","order"
"227","Myiopagis viridicata implacens","Myiopagis viridicata","implacens","Myiopagis","viridicata","Tyrannidae","Passeriformes"
"228","Myiopagis viridicata accola","Myiopagis viridicata","accola","Myiopagis","viridicata","Tyrannidae","Passeriformes"
"229","Myiopagis viridicata pallens","Myiopagis viridicata","pallens","Myiopagis","viridicata","Tyrannidae","Passeriformes"
"230","Conopias parva albovittatus","Conopias parva","albovittatus","Conopias","parva","Tyrannidae","Passeriformes"
"231","Conopias trivirgata berlepschi","Conopias trivirgata","berlepschi","Conopias","trivirgata","Tyrannidae","Passeriformes"
"232","Conopias trivirgata trivirgata","Conopias trivirgata","trivirgata","Conopias","trivirgata","Tyrannidae","Passeriformes"
"233","Fluvicola pica albiventer","Fluvicola pica","albiventer","Fluvicola","pica","Tyrannidae","Passeriformes"
"234","Fluvicola pica pica","Fluvicola pica","pica","Fluvicola","pica","Tyrannidae","Passeriformes"
"235","Fluvicola nengeta atripennis","Fluvicola nengeta","atripennis","Fluvicola","nengeta","Tyrannidae","Passeriformes"
"236","Fluvicola nengeta nengeta","Fluvicola nengeta","nengeta","Fluvicola","nengeta","Tyrannidae","Passeriformes"
"237","Fluvicola nengeta ssp","Fluvicola nengeta","ssp","Fluvicola","nengeta","Tyrannidae","Passeriformes"
"238","Elaenia gaimardii gaimardii","Elaenia gaimardii","gaimardii","Elaenia","gaimardii","Tyrannidae","Passeriformes"
"239","Elaenia sp ssp","Elaenia sp","ssp","Elaenia","sp","Tyrannidae","Passeriformes"
"240","Elaenia albiceps chilensis","Elaenia albiceps","chilensis","Elaenia","albiceps","Tyrannidae","Passeriformes"
"241","Elaenia albiceps griseigularis","Elaenia albiceps","griseigularis","Elaenia","albiceps","Tyrannidae","Passeriformes"
"242","Elaenia chiriquensis albivertex","Elaenia chiriquensis","albivertex","Elaenia","chiriquensis","Tyrannidae","Passeriformes"
"243","Elaenia flavogaster silvicultrix","Elaenia flavogaster","silvicultrix","Elaenia","flavogaster","Tyrannidae","Passeriformes"
"244","Elaenia flavogaster subpagana","Elaenia flavogaster","subpagana","Elaenia","flavogaster","Tyrannidae","Passeriformes"
"245","Elaenia flavogaster flavogaster","Elaenia flavogaster","flavogaster","Elaenia","flavogaster","Tyrannidae","Passeriformes"
"246","Elaenia frantzii frantzii","Elaenia frantzii","frantzii","Elaenia","frantzii","Tyrannidae","Passeriformes"
"247","Elaenia martinica martinica","Elaenia martinica","martinica","Elaenia","martinica","Tyrannidae","Passeriformes"
"248","Elaenia cristata cristata","Elaenia cristata","cristata","Elaenia","cristata","Tyrannidae","Passeriformes"
"249","Elaenia cristata ssp","Elaenia cristata","ssp","Elaenia","cristata","Tyrannidae","Passeriformes"
"250","Elaenia obscura pudica","Elaenia obscura","pudica","Elaenia","obscura","Tyrannidae","Passeriformes"
"251","Elaenia obscura sordida","Elaenia obscura","sordida","Elaenia","obscura","Tyrannidae","Passeriformes"
"252","Capsiempis flaveola flaveola","Capsiempis flaveola","flaveola","Capsiempis","flaveola","Tyrannidae","Passeriformes"
"253","Capsiempis flaveola semiflava","Capsiempis flaveola","semiflava","Capsiempis","flaveola","Tyrannidae","Passeriformes"
"254","Capsiempis flaveola amazonas","Capsiempis flaveola","amazonas","Capsiempis","flaveola","Tyrannidae","Passeriformes"
"255","Camptostoma imberbe ssp","Camptostoma imberbe","ssp","Camptostoma","imberbe","Tyrannidae","Passeriformes"
"256","Camptostoma obsoletum cinerascens","Camptostoma obsoletum","cinerascens","Camptostoma","obsoletum","Tyrannidae","Passeriformes"
"257","Camptostoma obsoletum ssp","Camptostoma obsoletum","ssp","Camptostoma","obsoletum","Tyrannidae","Passeriformes"
"258","Camptostoma obsoletum pusillum","Camptostoma obsoletum","pusillum","Camptostoma","obsoletum","Tyrannidae","Passeriformes"
"259","Camptostoma obsoletum obsoletum","Camptostoma obsoletum","obsoletum","Camptostoma","obsoletum","Tyrannidae","Passeriformes"
"260","Camptostoma obsoletum flaviventre","Camptostoma obsoletum","flaviventre","Camptostoma","obsoletum","Tyrannidae","Passeriformes"
"261","Camptostoma obsoletum caucae","Camptostoma obsoletum","caucae","Camptostoma","obsoletum","Tyrannidae","Passeriformes"
"262","Camptostoma obsoletum bolivianum","Camptostoma obsoletum","bolivianum","Camptostoma","obsoletum","Tyrannidae","Passeriformes"
"263","Camptostoma obsoletum napaeum","Camptostoma obsoletum","napaeum","Camptostoma","obsoletum","Tyrannidae","Passeriformes"
"264","Attila spadiceus spadiceus","Attila spadiceus","spadiceus","Attila","spadiceus","Tyrannidae","Passeriformes"
"265","Attila spadiceus uropygiatus","Attila spadiceus","uropygiatus","Attila","spadiceus","Tyrannidae","Passeriformes"
"266","Attila spadiceus pacificus","Attila spadiceus","pacificus","Attila","spadiceus","Tyrannidae","Passeriformes"
"267","Attila spadiceus citreopygus","Attila spadiceus","citreopygus","Attila","spadiceus","Tyrannidae","Passeriformes"
"268","Pica pica ssp","Pica pica","ssp","Pica","pica","Corvidae","Passeriformes"
"269","Carduelis magellanica ssp","Carduelis magellanica","ssp","Carduelis","magellanica","Fringillidae","Passeriformes"
"270","Basilornis celebensis NA","Basilornis celebensis",NA,"Basilornis","celebensis","Sturnidae","Passeriformes"
"271","Saltator coerulescens mutus","Saltator coerulescens","mutus","Saltator","coerulescens","Emberizidae","Passeriformes"
"272","Saltator coerulescens olivascens","Saltator coerulescens","olivascens","Saltator","coerulescens","Emberizidae","Passeriformes"
"273","Saltator coerulescens plumbeus","Saltator coerulescens","plumbeus","Saltator","coerulescens","Emberizidae","Passeriformes"
"274","Saltator coerulescens ssp","Saltator coerulescens","ssp","Saltator","coerulescens","Emberizidae","Passeriformes"
"275","Saltator coerulescens superciliaris","Saltator coerulescens","superciliaris","Saltator","coerulescens","Emberizidae","Passeriformes"
"276","Saltator coerulescens vigorsii","Saltator coerulescens","vigorsii","Saltator","coerulescens","Emberizidae","Passeriformes"
"277","Saltator coerulescens azarae","Saltator coerulescens","azarae","Saltator","coerulescens","Emberizidae","Passeriformes"
"278","Saltator maximus maximus","Saltator maximus","maximus","Saltator","maximus","Emberizidae","Passeriformes"
"279","Saltator maximus iungens","Saltator maximus","iungens","Saltator","maximus","Emberizidae","Passeriformes"
"280","Saltator maximus magnoides","Saltator maximus","magnoides","Saltator","maximus","Emberizidae","Passeriformes"
"281","Saltator similis ochraceiventris","Saltator similis","ochraceiventris","Saltator","similis","Emberizidae","Passeriformes"
"282","Saltator similis similis","Saltator similis","similis","Saltator","similis","Emberizidae","Passeriformes"
"283","Ramphocelus bresilius bresilius","Ramphocelus bresilius","bresilius","Ramphocelus","bresilius","Emberizidae","Passeriformes"
"284","Ramphocelus bresilius dorsalis","Ramphocelus bresilius","dorsalis","Ramphocelus","bresilius","Emberizidae","Passeriformes"
"285","Ramphocelus bresilius ssp","Ramphocelus bresilius","ssp","Ramphocelus","bresilius","Emberizidae","Passeriformes"
"286","Ramphocelus carbo unicolor","Ramphocelus carbo","unicolor","Ramphocelus","carbo","Emberizidae","Passeriformes"
"287","Ramphocelus carbo ssp","Ramphocelus carbo","ssp","Ramphocelus","carbo","Emberizidae","Passeriformes"
"288","Ramphocelus carbo centralis","Ramphocelus carbo","centralis","Ramphocelus","carbo","Emberizidae","Passeriformes"
"289","Ramphocelus carbo carbo","Ramphocelus carbo","carbo","Ramphocelus","carbo","Emberizidae","Passeriformes"
"290","Ramphocelus carbo capitalis","Ramphocelus carbo","capitalis","Ramphocelus","carbo","Emberizidae","Passeriformes"
"291","Ramphocelus carbo connectens","Ramphocelus carbo","connectens","Ramphocelus","carbo","Emberizidae","Passeriformes"
"292","Ramphocelus dimidiatus dimidiatus","Ramphocelus dimidiatus","dimidiatus","Ramphocelus","dimidiatus","Emberizidae","Passeriformes"
"293","Ramphocelus dimidiatus molochinus","Ramphocelus dimidiatus","molochinus","Ramphocelus","dimidiatus","Emberizidae","Passeriformes"
"294","Ramphocelus dimidiatus ssp","Ramphocelus dimidiatus","ssp","Ramphocelus","dimidiatus","Emberizidae","Passeriformes"
"295","Ramphocelus flammigerus flammigerus","Ramphocelus flammigerus","flammigerus","Ramphocelus","flammigerus","Emberizidae","Passeriformes"
"296","Ramphocelus flammigerus icteronotus","Ramphocelus flammigerus","icteronotus","Ramphocelus","flammigerus","Emberizidae","Passeriformes"
"297","Ramphocelus flammigerus ssp","Ramphocelus flammigerus","ssp","Ramphocelus","flammigerus","Emberizidae","Passeriformes"
"298","Ramphocelus passerinii costaricensis","Ramphocelus passerinii","costaricensis","Ramphocelus","passerinii","Emberizidae","Passeriformes"
"299","Ramphocelus passerinii passerinii","Ramphocelus passerinii","passerinii","Ramphocelus","passerinii","Emberizidae","Passeriformes"
"300","Ramphocelus passerinii ssp","Ramphocelus passerinii","ssp","Ramphocelus","passerinii","Emberizidae","Passeriformes"
"301","Ramphocelus sanguinolentus ssp","Ramphocelus sanguinolentus","ssp","Ramphocelus","sanguinolentus","Emberizidae","Passeriformes"
"302","Poospiza cinerea melanoleuca","Poospiza cinerea","melanoleuca","Poospiza","cinerea","Emberizidae","Passeriformes"
"303","Poospiza lateralis cabanisi","Poospiza lateralis","cabanisi","Poospiza","lateralis","Emberizidae","Passeriformes"
"304","Poospiza lateralis lateralis","Poospiza lateralis","lateralis","Poospiza","lateralis","Emberizidae","Passeriformes"
"305","Poospiza torquata pectoralis","Poospiza torquata","pectoralis","Poospiza","torquata","Emberizidae","Passeriformes"
"306","Pooecetes gramineus confinis","Pooecetes gramineus","confinis","Pooecetes","gramineus","Emberizidae","Passeriformes"
"307","Tachyphonus cristatus ssp","Tachyphonus cristatus","ssp","Tachyphonus","cristatus","Emberizidae","Passeriformes"
"308","Serinus burtoni kilimensis","Serinus burtoni","kilimensis","Serinus","burtoni","Fringillidae","Passeriformes"
"309","Serinus burtoni tanganjicae","Serinus burtoni","tanganjicae","Serinus","burtoni","Fringillidae","Passeriformes"
"310","Serinus capistratus brittoni","Serinus capistratus","brittoni","Serinus","capistratus","Fringillidae","Passeriformes"
"311","Serinus citrinella citrinella","Serinus citrinella","citrinella","Serinus","citrinella","Fringillidae","Passeriformes"
"312","Serinus citrinelloides hypostictus","Serinus citrinelloides","hypostictus","Serinus","citrinelloides","Fringillidae","Passeriformes"
"313","Serinus citrinelloides kikuyensis","Serinus citrinelloides","kikuyensis","Serinus","citrinelloides","Fringillidae","Passeriformes"
"314","Serinus flaviventris dorsostriatus","Serinus flaviventris","dorsostriatus","Serinus","flaviventris","Fringillidae","Passeriformes"
"315","Serinus flaviventris maculicollis","Serinus flaviventris","maculicollis","Serinus","flaviventris","Fringillidae","Passeriformes"
"316","Serinus frontalis frontalis","Serinus frontalis","frontalis","Serinus","frontalis","Fringillidae","Passeriformes"
"317","Serinus gularis striatipectus","Serinus gularis","striatipectus","Serinus","gularis","Fringillidae","Passeriformes"
"318","Serinus gularis mendosus","Serinus gularis","mendosus","Serinus","gularis","Fringillidae","Passeriformes"
"319","Serinus gularis reichardi","Serinus gularis","reichardi","Serinus","gularis","Fringillidae","Passeriformes"
"320","Serinus leucopygius ssp","Serinus leucopygius","ssp","Serinus","leucopygius","Fringillidae","Passeriformes"
"321","Serinus leucopygius riggenbachi","Serinus leucopygius","riggenbachi","Serinus","leucopygius","Fringillidae","Passeriformes"
"322","Serinus striolatus striolatus","Serinus striolatus","striolatus","Serinus","striolatus","Fringillidae","Passeriformes"
"323","Serinus mozambicus ssp","Serinus mozambicus","ssp","Serinus","mozambicus","Fringillidae","Passeriformes"
"324","Nilaus afer afer","Nilaus afer","afer","Nilaus","afer","Laniidae","Passeriformes"
"325","Acanthis flammea flammea","Acanthis flammea","flammea","Acanthis","flammea","Fringillidae","Passeriformes"
"326","Acanthis flammea ssp","Acanthis flammea","ssp","Acanthis","flammea","Fringillidae","Passeriformes"
"327","Acanthis cannabina cannabina","Acanthis cannabina","cannabina","Acanthis","cannabina","Fringillidae","Passeriformes"
"328","Acanthis cannabina ssp","Acanthis cannabina","ssp","Acanthis","cannabina","Fringillidae","Passeriformes"
"329","Acanthis flavirostris flavirostris","Acanthis flavirostris","flavirostris","Acanthis","flavirostris","Fringillidae","Passeriformes"
"330","Acanthis hornemanni exilipes","Acanthis hornemanni","exilipes","Acanthis","hornemanni","Fringillidae","Passeriformes"
"331","Carduelis chloris chloris","Carduelis chloris","chloris","Carduelis","chloris","Fringillidae","Passeriformes"
"332","Progne subis ssp","Progne subis","ssp","Progne","subis","Hirundinidae","Passeriformes"
"333","Progne chalybea chalybea","Progne chalybea","chalybea","Progne","chalybea","Hirundinidae","Passeriformes"
"334","Progne chalybea domestica","Progne chalybea","domestica","Progne","chalybea","Hirundinidae","Passeriformes"
"335","Progne tapera fusca","Progne tapera","fusca","Progne","tapera","Hirundinidae","Passeriformes"
"336","Progne tapera ssp","Progne tapera","ssp","Progne","tapera","Hirundinidae","Passeriformes"
"337","Progne tapera tapera","Progne tapera","tapera","Progne","tapera","Hirundinidae","Passeriformes"
"338","Progne modesta modesta","Progne modesta","modesta","Progne","modesta","Hirundinidae","Passeriformes"
"339","Neochelidon tibialis griseiventris","Neochelidon tibialis","griseiventris","Neochelidon","tibialis","Hirundinidae","Passeriformes"
"340","Neochelidon tibialis minimus","Neochelidon tibialis","minimus","Neochelidon","tibialis","Hirundinidae","Passeriformes"
"341","Hirundo rustica erythrogaster","Hirundo rustica","erythrogaster","Hirundo","rustica","Hirundinidae","Passeriformes"
"342","Ptilinopus ornatus ssp","Ptilinopus ornatus","ssp","Ptilinopus","ornatus","Columbidae","Columbiformes"
"343","Hirundo rustica rustica","Hirundo rustica","rustica","Hirundo","rustica","Hirundinidae","Passeriformes"
"344","Hirundo rustica ssp","Hirundo rustica","ssp","Hirundo","rustica","Hirundinidae","Passeriformes"
"345","Uraeginthus ianthinogaster roosevelti","Uraeginthus ianthinogaster","roosevelti","Uraeginthus","ianthinogaster","Estrildidae","Passeriformes"
"346","Uraeginthus ianthinogaster rooseveltii","Uraeginthus ianthinogaster","rooseveltii","Uraeginthus","ianthinogaster","Estrildidae","Passeriformes"
"347","Uraeginthus ianthinogaster ssp","Uraeginthus ianthinogaster","ssp","Uraeginthus","ianthinogaster","Estrildidae","Passeriformes"
"348","Lonchura cucullata cucullata","Lonchura cucullata","cucullata","Lonchura","cucullata","Estrildidae","Passeriformes"
"349","Lonchura cucullata scutata","Lonchura cucullata","scutata","Lonchura","cucullata","Estrildidae","Passeriformes"
"350","Lonchura cucullata ssp","Lonchura cucullata","ssp","Lonchura","cucullata","Estrildidae","Passeriformes"
"351","Lonchura cucullata tessellata","Lonchura cucullata","tessellata","Lonchura","cucullata","Estrildidae","Passeriformes"
"352","Lonchura sp ssp","Lonchura sp","ssp","Lonchura","sp","Estrildidae","Passeriformes"
"353","Lonchura punctulata cabanisi","Lonchura punctulata","cabanisi","Lonchura","punctulata","Estrildidae","Passeriformes"
"354","Prionops plumata ssp","Prionops plumata","ssp","Prionops","plumata","Laniidae","Passeriformes"
"355","Lonchura punctulata punctulata","Lonchura punctulata","punctulata","Lonchura","punctulata","Estrildidae","Passeriformes"
"356","Lonchura punctulata topela","Lonchura punctulata","topela","Lonchura","punctulata","Estrildidae","Passeriformes"
"357","Lonchura punctulata yunnanensis","Lonchura punctulata","yunnanensis","Lonchura","punctulata","Estrildidae","Passeriformes"
"358","Lonchura malacca jagori","Lonchura malacca","jagori","Lonchura","malacca","Estrildidae","Passeriformes"
"359","Lonchura malacca malacca","Lonchura malacca","malacca","Lonchura","malacca","Estrildidae","Passeriformes"
"360","Lonchura malacca atricapilla","Lonchura malacca","atricapilla","Lonchura","malacca","Estrildidae","Passeriformes"
"361","Lonchura malacca ssp","Lonchura malacca","ssp","Lonchura","malacca","Estrildidae","Passeriformes"
"362","Lonchura malabarica cantans","Lonchura malabarica","cantans","Lonchura","malabarica","Estrildidae","Passeriformes"
"363","Lonchura malabarica orientalis","Lonchura malabarica","orientalis","Lonchura","malabarica","Estrildidae","Passeriformes"
"364","Lonchura bicolor stigmatophora","Lonchura bicolor","stigmatophora","Lonchura","bicolor","Estrildidae","Passeriformes"
"365","Lonchura bicolor poensis","Lonchura bicolor","poensis","Lonchura","bicolor","Estrildidae","Passeriformes"
"366","Lonchura bicolor nigriceps","Lonchura bicolor","nigriceps","Lonchura","bicolor","Estrildidae","Passeriformes"
