"","IOC_seq","emu_fullname","emu_order","emu_family","emu_genus","emu_species","emu_subspecies","new_fullname","new_order","new_family","new_genus","new_species","new_subspecies","namechange","familychange","orderchange"
"6513",21447,"Vireo atricapillus ","Passeriformes","Vireonidae","Vireo","atricapillus","","Vireo atricapilla ","Passeriformes","Vireonidae","Vireo","atricapilla","","Yes","No","No"
"6514",21460,"Sphecotheres vieilloti salvadorii","Passeriformes","Oriolidae","Sphecotheres","vieilloti","salvadorii","Sphecotheres vieilloti salvadorii","Passeriformes","Oriolidae","Sphecotheres","vieilloti","salvadorii","No","No","No"
"6515",21477,"Pitohui kirhocephalus meyeri","Passeriformes","Muscicapidae","Pitohui","kirhocephalus","meyeri","Pitohui kirhocephalus meyeri","Passeriformes","Oriolidae","Pitohui","kirhocephalus","meyeri","No","Yes","No"
"6516",21477,"Pitohui kirhocephalus meyri","Passeriformes","Muscicapidae","Pitohui","kirhocephalus","meyri","Pitohui kirhocephalus meyeri","Passeriformes","Oriolidae","Pitohui","kirhocephalus","meyeri","Yes","Yes","No"
"6517",21486,"Pitohui kirhocephalus brunneiceps","Passeriformes","Muscicapidae","Pitohui","kirhocephalus","brunneiceps","Pitohui uropygialis brunneiceps","Passeriformes","Oriolidae","Pitohui","uropygialis","brunneiceps","Yes","Yes","No"
"6518",21491,"Pitohui dichrous ","Passeriformes","Muscicapidae","Pitohui","dichrous","","Pitohui dichrous ","Passeriformes","Oriolidae","Pitohui","dichrous","","No","Yes","No"
"6519",21503,"Oriolus sagittatus sagittatus","Passeriformes","Oriolidae","Oriolus","sagittatus","sagittatus","Oriolus sagittatus sagittatus","Passeriformes","Oriolidae","Oriolus","sagittatus","sagittatus","No","No","No"
"6520",21510,"Oriolus szalayi ","Passeriformes","Oriolidae","Oriolus","szalayi","","Oriolus szalayi ","Passeriformes","Oriolidae","Oriolus","szalayi","","No","No","No"
"6521",21519,"Oriolus cruentus cruentus","Passeriformes","Oriolidae","Oriolus","cruentus","cruentus","Oriolus cruentus cruentus","Passeriformes","Oriolidae","Oriolus","cruentus","cruentus","No","No","No"
"6522",21528,"Oriolus traillii traillii","Passeriformes","Oriolidae","Oriolus","traillii","traillii","Oriolus traillii traillii","Passeriformes","Oriolidae","Oriolus","traillii","traillii","No","No","No"
"6523",21536,"Oriolus xanthornus xanthornus","Passeriformes","Oriolidae","Oriolus","xanthornus","xanthornus","Oriolus xanthornus xanthornus","Passeriformes","Oriolidae","Oriolus","xanthornus","xanthornus","No","No","No"
"6524",21538,"Oriolus xanthornus maderaspatanus","Passeriformes","Oriolidae","Oriolus","xanthornus","maderaspatanus","Oriolus xanthornus maderaspatanus","Passeriformes","Oriolidae","Oriolus","xanthornus","maderaspatanus","No","No","No"
"6525",21538,"Oriolus xanthornus maderaspatanas","Passeriformes","Oriolidae","Oriolus","xanthornus","maderaspatanas","Oriolus xanthornus maderaspatanus","Passeriformes","Oriolidae","Oriolus","xanthornus","maderaspatanus","Yes","No","No"
"6526",21558,"Oriolus albiloris ","Passeriformes","Oriolidae","Oriolus","albiloris","","Oriolus albiloris ","Passeriformes","Oriolidae","Oriolus","albiloris","","No","No","No"
"6527",21561,"Oriolus chlorocephalus amani","Passeriformes","Oriolidae","Oriolus","chlorocephalus","amani","Oriolus chlorocephalus amani","Passeriformes","Oriolidae","Oriolus","chlorocephalus","amani","No","No","No"
"6528",21567,"Oriolus brachyrhynchus laetior","Passeriformes","Oriolidae","Oriolus","brachyrhynchus","laetior","Oriolus brachyrynchus laetior","Passeriformes","Oriolidae","Oriolus","brachyrynchus","laetior","Yes","No","No"
"6529",21569,"Oriolus larvatus ","Passeriformes","Oriolidae","Oriolus","larvatus","","Oriolus larvatus ","Passeriformes","Oriolidae","Oriolus","larvatus","","No","No","No"
"6530",21570,"Oriolus larvatus rolleti","Passeriformes","Oriolidae","Oriolus","larvatus","rolleti","Oriolus larvatus rolleti","Passeriformes","Oriolidae","Oriolus","larvatus","rolleti","No","No","No"
"6531",21574,"Oriolus larvatus additus","Passeriformes","Oriolidae","Oriolus","larvatus","additus","Oriolus larvatus additus","Passeriformes","Oriolidae","Oriolus","larvatus","additus","No","No","No"
"6532",21575,"Oriolus larvatus larvatus","Passeriformes","Oriolidae","Oriolus","larvatus","larvatus","Oriolus larvatus larvatus","Passeriformes","Oriolidae","Oriolus","larvatus","larvatus","No","No","No"
"6533",21579,"Oriolus larvatus percivali","Passeriformes","Oriolidae","Oriolus","larvatus","percivali","Oriolus percivali ","Passeriformes","Oriolidae","Oriolus","percivali","","Yes","No","No"
"6534",21582,"Oriolus nigripennis nigripennis","Passeriformes","Oriolidae","Oriolus","nigripennis","nigripennis","Oriolus nigripennis ","Passeriformes","Oriolidae","Oriolus","nigripennis","","Yes","No","No"
"6535",21586,"Oriolus auratus auratus","Passeriformes","Oriolidae","Oriolus","auratus","auratus","Oriolus auratus auratus","Passeriformes","Oriolidae","Oriolus","auratus","auratus","No","No","No"
"6536",21588,"Oriolus auratus notatus","Passeriformes","Oriolidae","Oriolus","auratus","notatus","Oriolus auratus notatus","Passeriformes","Oriolidae","Oriolus","auratus","notatus","No","No","No"
"6537",21589,"Oriolus oriolus kundoo","Passeriformes","Oriolidae","Oriolus","oriolus","kundoo","Oriolus kundoo ","Passeriformes","Oriolidae","Oriolus","kundoo","","Yes","No","No"
"6538",21591,"Oriolus oriolus ","Passeriformes","Oriolidae","Oriolus","oriolus","","Oriolus oriolus ","Passeriformes","Oriolidae","Oriolus","oriolus","","No","No","No"
"6539",21592,"Oriolus oriolus oriolus","Passeriformes","Oriolidae","Oriolus","oriolus","oriolus","Oriolus oriolus ","Passeriformes","Oriolidae","Oriolus","oriolus","","Yes","No","No"
"6540",21593,"Oriolus chinensis ","Passeriformes","Oriolidae","Oriolus","chinensis","","Oriolus chinensis ","Passeriformes","Oriolidae","Oriolus","chinensis","","No","No","No"
"6541",21595,"Oriolus chinensis diffusus","Passeriformes","Oriolidae","Oriolus","chinensis","diffusus","Oriolus chinensis diffusus","Passeriformes","Oriolidae","Oriolus","chinensis","diffusus","No","No","No"
"6542",21617,"Oriolus chinensis frontalis","Passeriformes","Oriolidae","Oriolus","chinensis","frontalis","Oriolus chinensis frontalis","Passeriformes","Oriolidae","Oriolus","chinensis","frontalis","No","No","No"
"6543",21624,"Oriolus chinensis chinensis","Passeriformes","Oriolidae","Oriolus","chinensis","chinensis","Oriolus chinensis chinensis","Passeriformes","Oriolidae","Oriolus","chinensis","chinensis","No","No","No"
"6544",21631,"Dicrurus aeneus aeneus","Passeriformes","Dicruridae","Dicrurus","aeneus","aeneus","Dicrurus aeneus aeneus","Passeriformes","Dicruridae","Dicrurus","aeneus","aeneus","No","No","No"
"6545",21639,"Dicrurus annectans ","Passeriformes","Dicruridae","Dicrurus","annectans","","Dicrurus annectens ","Passeriformes","Dicruridae","Dicrurus","annectens","","Yes","No","No"
"6546",21640,"Dicrurus paradiseus ","Passeriformes","Dicruridae","Dicrurus","paradiseus","","Dicrurus paradiseus ","Passeriformes","Dicruridae","Dicrurus","paradiseus","","No","No","No"
"6547",21641,"Dicrurus paradiseus grandis","Passeriformes","Dicruridae","Dicrurus","paradiseus","grandis","Dicrurus paradiseus grandis","Passeriformes","Dicruridae","Dicrurus","paradiseus","grandis","No","No","No"
"6548",21642,"Dicrurus paradiseus rangoonensis","Passeriformes","Dicruridae","Dicrurus","paradiseus","rangoonensis","Dicrurus paradiseus rangoonensis","Passeriformes","Dicruridae","Dicrurus","paradiseus","rangoonensis","No","No","No"
"6549",21667,"Dicrurus hottentottus carbonarius","Passeriformes","Dicruridae","Dicrurus","hottentottus","carbonarius","Dicrurus bracteatus carbonarius","Passeriformes","Dicruridae","Dicrurus","bracteatus","carbonarius","Yes","No","No"
"6550",21670,"Dicrurus hottentottus bracteatus","Passeriformes","Dicruridae","Dicrurus","hottentottus","bracteatus","Dicrurus bracteatus bracteatus","Passeriformes","Dicruridae","Dicrurus","bracteatus","bracteatus","Yes","No","No"
"6551",21671,"Dicrurus hottentottus laemostictus","Passeriformes","Dicruridae","Dicrurus","hottentottus","laemostictus","Dicrurus bracteatus laemostictus","Passeriformes","Dicruridae","Dicrurus","bracteatus","laemostictus","Yes","No","No"
"6552",21674,"Dicrurus megarhynchus ","Passeriformes","Dicruridae","Dicrurus","megarhynchus","","Dicrurus megarhynchus ","Passeriformes","Dicruridae","Dicrurus","megarhynchus","","No","No","No"
"6553",21677,"Dicrurus hottentottus hottentottus","Passeriformes","Dicruridae","Dicrurus","hottentottus","hottentottus","Dicrurus hottentottus hottentottus","Passeriformes","Dicruridae","Dicrurus","hottentottus","hottentottus","No","No","No"
"6554",21691,"Dicrurus hottentottus palawanensis","Passeriformes","Dicruridae","Dicrurus","hottentottus","palawanensis","Dicrurus hottentottus palawanensis","Passeriformes","Dicruridae","Dicrurus","hottentottus","palawanensis","No","No","No"
"6555",21695,"Dicrurus balicassius balicassius","Passeriformes","Dicruridae","Dicrurus","balicassius","balicassius","Dicrurus balicassius balicassius","Passeriformes","Dicruridae","Dicrurus","balicassius","balicassius","No","No","No"
"6556",21711,"Dicrurus leucophaeus longicaudatus","Passeriformes","Dicruridae","Dicrurus","leucophaeus","longicaudatus","Dicrurus leucophaeus longicaudatus","Passeriformes","Dicruridae","Dicrurus","leucophaeus","longicaudatus","No","No","No"
"6557",21715,"Dicrurus leucophaeus bondi","Passeriformes","Dicruridae","Dicrurus","leucophaeus","bondi","Dicrurus leucophaeus bondi","Passeriformes","Dicruridae","Dicrurus","leucophaeus","bondi","No","No","No"
"6558",21726,"Dicrurus caerulescens caerulescens","Passeriformes","Dicruridae","Dicrurus","caerulescens","caerulescens","Dicrurus caerulescens caerulescens","Passeriformes","Dicruridae","Dicrurus","caerulescens","caerulescens","No","No","No"
"6559",21732,"Dicrurus forficatus forficatus","Passeriformes","Dicruridae","Dicrurus","forficatus","forficatus","Dicrurus forficatus forficatus","Passeriformes","Dicruridae","Dicrurus","forficatus","forficatus","No","No","No"
"6560",21737,"Dicrurus adsimilis atactus","Passeriformes","Dicruridae","Dicrurus","adsimilis","atactus","Dicrurus modestus atactus","Passeriformes","Dicruridae","Dicrurus","modestus","atactus","Yes","No","No"
"6561",21738,"Dicrurus adsimilis coracinus","Passeriformes","Dicruridae","Dicrurus","adsimilis","coracinus","Dicrurus modestus coracinus","Passeriformes","Dicruridae","Dicrurus","modestus","coracinus","Yes","No","No"
"6562",21740,"Dicrurus adsimilis ","Passeriformes","Dicruridae","Dicrurus","adsimilis","","Dicrurus adsimilis ","Passeriformes","Dicruridae","Dicrurus","adsimilis","","No","No","No"
"6563",21742,"Dicrurus adsimilis divaricatus","Passeriformes","Dicruridae","Dicrurus","adsimilis","divaricatus","Dicrurus divaricatus divaricatus","Passeriformes","Dicruridae","Dicrurus","divaricatus","divaricatus","Yes","No","No"
"6564",21744,"Dicrurus adsimilis adsimilis","Passeriformes","Dicruridae","Dicrurus","adsimilis","adsimilis","Dicrurus adsimilis adsimilis","Passeriformes","Dicruridae","Dicrurus","adsimilis","adsimilis","No","No","No"
"6565",21748,"Dicrurus macrocercus ","Passeriformes","Dicruridae","Dicrurus","macrocercus","","Dicrurus macrocercus ","Passeriformes","Dicruridae","Dicrurus","macrocercus","","No","No","No"
"6566",21749,"Dicrurus macrocercus albirictis","Passeriformes","Dicruridae","Dicrurus","macrocercus","albirictis","Dicrurus macrocercus albirictus","Passeriformes","Dicruridae","Dicrurus","macrocercus","albirictus","Yes","No","No"
"6567",21750,"Dicrurus macrocercus macrocercus","Passeriformes","Dicruridae","Dicrurus","macrocercus","macrocercus","Dicrurus macrocercus macrocercus","Passeriformes","Dicruridae","Dicrurus","macrocercus","macrocercus","No","No","No"
"6568",21753,"Dicrurus macrocercus thai","Passeriformes","Dicruridae","Dicrurus","macrocercus","thai","Dicrurus macrocercus thai","Passeriformes","Dicruridae","Dicrurus","macrocercus","thai","No","No","No"
"6569",21760,"Dicrurus ludwigii ludwigii","Passeriformes","Dicruridae","Dicrurus","ludwigii","ludwigii","Dicrurus ludwigii ludwigii","Passeriformes","Dicruridae","Dicrurus","ludwigii","ludwigii","No","No","No"
"6570",21761,"Dicrurus atripennis ","Passeriformes","Dicruridae","Dicrurus","atripennis","","Dicrurus atripennis ","Passeriformes","Dicruridae","Dicrurus","atripennis","","No","No","No"
"6571",21765,"Dicrurus ludwigii sharpei","Passeriformes","Dicruridae","Dicrurus","ludwigii","sharpei","Dicrurus sharpei sharpei","Passeriformes","Dicruridae","Dicrurus","sharpei","sharpei","Yes","No","No"
"6572",21773,"Rhipidura cyaniceps cyaniceps","Passeriformes","Muscicapidae","Rhipidura","cyaniceps","cyaniceps","Rhipidura cyaniceps cyaniceps","Passeriformes","Rhipiduridae","Rhipidura","cyaniceps","cyaniceps","No","Yes","No"
"6573",21781,"Rhipidura albicollis stanleyi","Passeriformes","Muscicapidae","Rhipidura","albicollis","stanleyi","Rhipidura albicollis stanleyi","Passeriformes","Rhipiduridae","Rhipidura","albicollis","stanleyi","No","Yes","No"
"6574",21782,"Rhipidura albicollis orissae","Passeriformes","Muscicapidae","Rhipidura","albicollis","orissae","Rhipidura albicollis orissae","Passeriformes","Rhipiduridae","Rhipidura","albicollis","orissae","No","Yes","No"
"6575",21793,"Rhipidura aureola aureola","Passeriformes","Muscicapidae","Rhipidura","aureola","aureola","Rhipidura aureola aureola","Passeriformes","Rhipiduridae","Rhipidura","aureola","aureola","No","Yes","No"
"6576",21799,"Rhipidura javanica nigritorquis","Passeriformes","Muscicapidae","Rhipidura","javanica","nigritorquis","Rhipidura nigritorquis ","Passeriformes","Rhipiduridae","Rhipidura","nigritorquis","","Yes","Yes","No"
"6577",21802,"Rhipidura leucophrys ","Passeriformes","Muscicapidae","Rhipidura","leucophrys","","Rhipidura leucophrys ","Passeriformes","Rhipiduridae","Rhipidura","leucophrys","","No","Yes","No"
"6578",21803,"Rhipidura leucophrys melaleuca","Passeriformes","Muscicapidae","Rhipidura","leucophrys","melaleuca","Rhipidura leucophrys melaleuca","Passeriformes","Rhipiduridae","Rhipidura","leucophrys","melaleuca","No","Yes","No"
"6579",21829,"Rhipidura rufiventris gularis","Passeriformes","Muscicapidae","Rhipidura","rufiventris","gularis","Rhipidura rufiventris gularis","Passeriformes","Rhipiduridae","Rhipidura","rufiventris","gularis","No","Yes","No"
"6580",21831,"Rhipidura rufiventris finschii","Passeriformes","Muscicapidae","Rhipidura","rufiventris","finschii","Rhipidura rufiventris finschii","Passeriformes","Rhipiduridae","Rhipidura","rufiventris","finschii","No","Yes","No"
"6581",21831,"Rhipidura rufiventris finschi","Passeriformes","Muscicapidae","Rhipidura","rufiventris","finschi","Rhipidura rufiventris finschii","Passeriformes","Rhipiduridae","Rhipidura","rufiventris","finschii","Yes","Yes","No"
"6582",21835,"Rhipidura rufiventris niveiventris","Passeriformes","Muscicapidae","Rhipidura","rufiventris","niveiventris","Rhipidura rufiventris niveiventris","Passeriformes","Rhipiduridae","Rhipidura","rufiventris","niveiventris","No","Yes","No"
"6583",21851,"Rhipidura threnothorax threnothorax","Passeriformes","Muscicapidae","Rhipidura","threnothorax","threnothorax","Rhipidura threnothorax threnothorax","Passeriformes","Rhipiduridae","Rhipidura","threnothorax","threnothorax","No","Yes","No"
"6584",21858,"Rhipidura atra ","Passeriformes","Muscicapidae","Rhipidura","atra","","Rhipidura atra ","Passeriformes","Rhipiduridae","Rhipidura","atra","","No","Yes","No"
"6585",21859,"Rhipidura atra atra","Passeriformes","Muscicapidae","Rhipidura","atra","atra","Rhipidura atra atra","Passeriformes","Rhipiduridae","Rhipidura","atra","atra","No","Yes","No"
"6586",21863,"Rhipidura hyperythra muelleri","Passeriformes","Muscicapidae","Rhipidura","hyperythra","muelleri","Rhipidura hyperythra muelleri","Passeriformes","Rhipiduridae","Rhipidura","hyperythra","muelleri","No","Yes","No"
"6587",21865,"Rhipidura albolimbrata albolimbata","Passeriformes","Muscicapidae","Rhipidura","albolimbrata","albolimbata","Rhipidura albolimbata","Passeriformes","Rhipiduridae","Rhipidura","albolimbata","albolimbata","Yes","Yes","No"
"6588",21865,"Rhipidura albolimbrata lorentzi","Passeriformes","Muscicapidae","Rhipidura","albolimbrata","lorentzi","Rhipidura albolimbata","Passeriformes","Rhipiduridae","Rhipidura","albolimbata","albolimbata","Yes","Yes","No"
"6589",21877,"Rhipidura fuliginosa ","Passeriformes","Muscicapidae","Rhipidura","fuliginosa","","Rhipidura fuliginosa ","Passeriformes","Rhipiduridae","Rhipidura","fuliginosa","","No","Yes","No"
"6590",21909,"Rhipidura brachyrhyncha devisi","Passeriformes","Muscicapidae","Rhipidura","brachyrhyncha","devisi","Rhipidura brachyrhyncha ","Passeriformes","Rhipiduridae","Rhipidura","brachyrhyncha","","Yes","Yes","No"
"6591",21928,"Rhipidura matthiae ","Passeriformes","Muscicapidae","Rhipidura","matthiae","","Rhipidura matthiae ","Passeriformes","Rhipiduridae","Rhipidura","matthiae","","No","Yes","No"
"6592",21932,"Rhipidura rufifrons ","Passeriformes","Muscicapidae","Rhipidura","rufifrons","","Rhipidura rufifrons ","Passeriformes","Rhipiduridae","Rhipidura","rufifrons","","No","Yes","No"
"6593",21966,"Chaetorhynchus papuensis ","Passeriformes","Dicruridae","Chaetorhynchus","papuensis","","Chaetorhynchus papuensis ","Passeriformes","Rhipiduridae","Chaetorhynchus","papuensis","","No","Yes","No"
