"","IOC_seq","emu_fullname","emu_order","emu_family","emu_genus","emu_species","emu_subspecies","new_fullname","new_order","new_family","new_genus","new_species","new_subspecies","namechange","familychange","orderchange"
"8607",30703,"Bradornis semipartitus ","Passeriformes","Muscicapidae","Bradornis","semipartitus","","Empidornis semipartitus","Passeriformes","Muscicapidae","Empidornis","semipartitus","semipartitus","Yes","No","No"
"8608",30706,"Melaenornis silens ","Passeriformes","Muscicapidae","Melaenornis","silens","","Melaenornis silens ","Passeriformes","Muscicapidae","Melaenornis","silens","","No","No","No"
"8609",30709,"Muscicapa comitata ","Passeriformes","Muscicapidae","Muscicapa","comitata","","Bradornis comitatus ","Passeriformes","Muscicapidae","Bradornis","comitatus","","Yes","No","No"
"8610",30713,"Bradornis microrhynchus ","Passeriformes","Muscicapidae","Bradornis","microrhynchus","","Bradornis microrhynchus ","Passeriformes","Muscicapidae","Bradornis","microrhynchus","","No","No","No"
"8611",30714,"Bradornis microrhynchus microrhynchus","Passeriformes","Muscicapidae","Bradornis","microrhynchus","microrhynchus","Bradornis microrhynchus microrhynchus","Passeriformes","Muscicapidae","Bradornis","microrhynchus","microrhynchus","No","No","No"
"8612",30715,"Bradornis microrhynchus neumanni","Passeriformes","Muscicapidae","Bradornis","microrhynchus","neumanni","Bradornis microrhynchus neumanni","Passeriformes","Muscicapidae","Bradornis","microrhynchus","neumanni","No","No","No"
"8613",30716,"Bradornis microrhynchus burae","Passeriformes","Muscicapidae","Bradornis","microrhynchus","burae","Bradornis microrhynchus burae","Passeriformes","Muscicapidae","Bradornis","microrhynchus","burae","No","No","No"
"8614",30720,"Bradornis mariquensis ","Passeriformes","Muscicapidae","Bradornis","mariquensis","","Bradornis mariquensis ","Passeriformes","Muscicapidae","Bradornis","mariquensis","","No","No","No"
"8615",30726,"Muscicapa infuscata ","Passeriformes","Muscicapidae","Muscicapa","infuscata","","Bradornis fuliginosus ","Passeriformes","Muscicapidae","Bradornis","fuliginosus","","Yes","No","No"
"8616",30733,"Muscicapa sibirica gulmergi","Passeriformes","Muscicapidae","Muscicapa","sibirica","gulmergi","Muscicapa sibirica gulmergi","Passeriformes","Muscicapidae","Muscicapa","sibirica","gulmergi","No","No","No"
"8617",30751,"Muscicapa sethsmithi ","Passeriformes","Muscicapidae","Muscicapa","sethsmithi","","Muscicapa sethsmithi ","Passeriformes","Muscicapidae","Muscicapa","sethsmithi","","No","No","No"
"8618",30758,"Muscicapa adusta pumila","Passeriformes","Muscicapidae","Muscicapa","adusta","pumila","Muscicapa adusta pumila","Passeriformes","Muscicapidae","Muscicapa","adusta","pumila","No","No","No"
"8619",30758,"Muscicapa adusta interposita","Passeriformes","Muscicapidae","Muscicapa","adusta","interposita","Muscicapa adusta pumila","Passeriformes","Muscicapidae","Muscicapa","adusta","pumila","Yes","No","No"
"8620",30763,"Muscicapa adusta marsabit","Passeriformes","Muscicapidae","Muscicapa","adusta","marsabit","Muscicapa adusta marsabit","Passeriformes","Muscicapidae","Muscicapa","adusta","marsabit","No","No","No"
"8621",30764,"Muscicapa adusta murina","Passeriformes","Muscicapidae","Muscicapa","adusta","murina","Muscicapa adusta murina","Passeriformes","Muscicapidae","Muscicapa","adusta","murina","No","No","No"
"8622",30766,"Muscicapa adusta fulleborni","Passeriformes","Muscicapidae","Muscicapa","adusta","fulleborni","Muscicapa adusta fuelleborni","Passeriformes","Muscicapidae","Muscicapa","adusta","fuelleborni","Yes","No","No"
"8623",30769,"Muscicapa adusta adusta","Passeriformes","Muscicapidae","Muscicapa","adusta","adusta","Muscicapa adusta adusta","Passeriformes","Muscicapidae","Muscicapa","adusta","adusta","No","No","No"
"8624",30770,"Muscicapa striata ","Passeriformes","Muscicapidae","Muscicapa","striata","","Muscicapa striata ","Passeriformes","Muscicapidae","Muscicapa","striata","","No","No","No"
"8625",30771,"Muscicapa striata striata","Passeriformes","Muscicapidae","Muscicapa","striata","striata","Muscicapa striata striata","Passeriformes","Muscicapidae","Muscicapa","striata","striata","No","No","No"
"8626",30773,"Muscicapa striata neumanni","Passeriformes","Muscicapidae","Muscicapa","striata","neumanni","Muscicapa striata neumanni","Passeriformes","Muscicapidae","Muscicapa","striata","neumanni","No","No","No"
"8627",30779,"Muscicapa gambagae ","Passeriformes","Muscicapidae","Muscicapa","gambagae","","Muscicapa gambagae ","Passeriformes","Muscicapidae","Muscicapa","gambagae","","No","No","No"
"8628",30780,"Muscicapa cassini ","Passeriformes","Muscicapidae","Muscicapa","cassini","","Muscicapa cassini ","Passeriformes","Muscicapidae","Muscicapa","cassini","","No","No","No"
"8629",30783,"Muscicapa aquatica infulata","Passeriformes","Muscicapidae","Muscicapa","aquatica","infulata","Muscicapa aquatica infulata","Passeriformes","Muscicapidae","Muscicapa","aquatica","infulata","No","No","No"
"8630",30796,"Niltava davidi ","Passeriformes","Muscicapidae","Niltava","davidi","","Niltava davidi ","Passeriformes","Muscicapidae","Niltava","davidi","","No","No","No"
"8631",30797,"Niltava sundara ","Passeriformes","Muscicapidae","Niltava","sundara","","Niltava sundara ","Passeriformes","Muscicapidae","Niltava","sundara","","No","No","No"
"8632",30797,"Niltava sundara fastuosa","Passeriformes","Muscicapidae","Niltava","sundara","fastuosa","Niltava sundara","Passeriformes","Muscicapidae","Niltava","sundara","sundara","Yes","No","No"
"8633",30808,"Niltava macgrigoriae signata","Passeriformes","Muscicapidae","Niltava","macgrigoriae","signata","Niltava macgrigoriae signata","Passeriformes","Muscicapidae","Niltava","macgrigoriae","signata","No","No","No"
"8634",30810,"Niltava grandis grandis","Passeriformes","Muscicapidae","Niltava","grandis","grandis","Niltava grandis grandis","Passeriformes","Muscicapidae","Niltava","grandis","grandis","No","No","No"
"8635",30811,"Niltava grandis griseiventris","Passeriformes","Muscicapidae","Niltava","grandis","griseiventris","Niltava grandis griseiventris","Passeriformes","Muscicapidae","Niltava","grandis","griseiventris","No","No","No"
"8636",30814,"Ficedula cyanomelana ","Passeriformes","Muscicapidae","Ficedula","cyanomelana","","Cyanoptila cyanomelana","Passeriformes","Muscicapidae","Cyanoptila","cyanomelana","cyanomelana","Yes","No","No"
"8637",30826,"Muscicapa thalassina thalassina","Passeriformes","Muscicapidae","Muscicapa","thalassina","thalassina","Eumyias thalassinus thalassinus","Passeriformes","Muscicapidae","Eumyias","thalassinus","thalassinus","Yes","No","No"
"8638",30862,"Niltava rubeculoides rubeculoides","Passeriformes","Muscicapidae","Niltava","rubeculoides","rubeculoides","Cyornis rubeculoides rubeculoides","Passeriformes","Muscicapidae","Cyornis","rubeculoides","rubeculoides","Yes","No","No"
"8639",30878,"Niltava herioti ","Passeriformes","Muscicapidae","Niltava","herioti","","Cyornis herioti ","Passeriformes","Muscicapidae","Cyornis","herioti","","Yes","No","No"
"8640",30901,"Niltava tickelliae tickelliae","Passeriformes","Muscicapidae","Niltava","tickelliae","tickelliae","Cyornis tickelliae tickelliae","Passeriformes","Muscicapidae","Cyornis","tickelliae","tickelliae","Yes","No","No"
"8641",30917,"Niltava rufigastra simplex","Passeriformes","Muscicapidae","Niltava","rufigastra","simplex","Cyornis rufigastra simplex","Passeriformes","Muscicapidae","Cyornis","rufigastra","simplex","Yes","No","No"
"8642",30919,"Niltava rufigastra philippinensis","Passeriformes","Muscicapidae","Niltava","rufigastra","philippinensis","Cyornis rufigastra philippinensis","Passeriformes","Muscicapidae","Cyornis","rufigastra","philippinensis","Yes","No","No"
"8643",30930,"Niltava banyumas ","Passeriformes","Muscicapidae","Niltava","banyumas","","Cyornis banyumas ","Passeriformes","Muscicapidae","Cyornis","banyumas","","Yes","No","No"
"8644",30938,"Niltava poliogenys poliogenys","Passeriformes","Muscicapidae","Niltava","poliogenys","poliogenys","Cyornis poliogenys poliogenys","Passeriformes","Muscicapidae","Cyornis","poliogenys","poliogenys","Yes","No","No"
"8645",30951,"Erithacus rubecula ","Passeriformes","Muscicapidae","Erithacus","rubecula","","Erithacus rubecula ","Passeriformes","Muscicapidae","Erithacus","rubecula","","No","No","No"
"8646",30952,"Erithacus rubecula melophilus","Passeriformes","Muscicapidae","Erithacus","rubecula","melophilus","Erithacus rubecula melophilus","Passeriformes","Muscicapidae","Erithacus","rubecula","melophilus","No","No","No"
"8647",30953,"Erithacus rubecula rubecula","Passeriformes","Muscicapidae","Erithacus","rubecula","rubecula","Erithacus rubecula rubecula","Passeriformes","Muscicapidae","Erithacus","rubecula","rubecula","No","No","No"
"8648",30963,"Pogonocichla swynnertoni ","Passeriformes","Muscicapidae","Pogonocichla","swynnertoni","","Swynnertonia swynnertoni ","Passeriformes","Muscicapidae","Swynnertonia","swynnertoni","","Yes","No","No"
"8649",30966,"Pogonocichla stellata intercedens","Passeriformes","Muscicapidae","Pogonocichla","stellata","intercedens","Pogonocichla stellata","Passeriformes","Muscicapidae","Pogonocichla","stellata","stellata","Yes","No","No"
"8650",30969,"Pogonocichla stellata ruwenzorii","Passeriformes","Muscicapidae","Pogonocichla","stellata","ruwenzorii","Pogonocichla stellata ruwenzorii","Passeriformes","Muscicapidae","Pogonocichla","stellata","ruwenzorii","No","No","No"
"8651",30969,"Pogonocichla stellata friedmanni","Passeriformes","Muscicapidae","Pogonocichla","stellata","friedmanni","Pogonocichla stellata ruwenzorii","Passeriformes","Muscicapidae","Pogonocichla","stellata","ruwenzorii","Yes","No","No"
"8652",30970,"Pogonocichla stellata elgonensis","Passeriformes","Muscicapidae","Pogonocichla","stellata","elgonensis","Pogonocichla stellata elgonensis","Passeriformes","Muscicapidae","Pogonocichla","stellata","elgonensis","No","No","No"
"8653",30971,"Pogonocichla stellata guttifer","Passeriformes","Muscicapidae","Pogonocichla","stellata","guttifer","Pogonocichla stellata guttifer","Passeriformes","Muscicapidae","Pogonocichla","stellata","guttifer","No","No","No"
"8654",30971,"Pogonocichla stellata keniensis","Passeriformes","Muscicapidae","Pogonocichla","stellata","keniensis","Pogonocichla stellata guttifer","Passeriformes","Muscicapidae","Pogonocichla","stellata","guttifer","Yes","No","No"
"8655",30974,"Pogonocichla stellata orientalis","Passeriformes","Muscicapidae","Pogonocichla","stellata","orientalis","Pogonocichla stellata orientalis","Passeriformes","Muscicapidae","Pogonocichla","stellata","orientalis","No","No","No"
"8656",30979,"Pogonocichla stellata stellata","Passeriformes","Muscicapidae","Pogonocichla","stellata","stellata","Pogonocichla stellata stellata","Passeriformes","Muscicapidae","Pogonocichla","stellata","stellata","No","No","No"
"8657",30991,"Pogonocichla stellata xanthogaster","Passeriformes","Muscicapidae","Pogonocichla","stellata","xanthogaster","Stiphrornis erythrothorax xanthogaster","Passeriformes","Muscicapidae","Stiphrornis","erythrothorax","xanthogaster","Yes","No","No"
"8658",30993,"Erithacus erythrothorax mabirae","Passeriformes","Muscicapidae","Erithacus","erythrothorax","mabirae","Stiphrornis mabirae mabirae","Passeriformes","Muscicapidae","Stiphrornis","mabirae","mabirae","Yes","No","No"
"8659",31000,"Cossypha roberti rufescentior","Passeriformes","Muscicapidae","Cossypha","roberti","rufescentior","Cossyphicula roberti rufescentior","Passeriformes","Muscicapidae","Cossyphicula","roberti","rufescentior","Yes","No","No"
"8660",31004,"Alethe poliophrys ","Passeriformes","Muscicapidae","Alethe","poliophrys","","Chamaetylas poliophrys ","Passeriformes","Muscicapidae","Chamaetylas","poliophrys","","Yes","No","No"
"8661",31012,"Alethe poliocephala carruthersi","Passeriformes","Muscicapidae","Alethe","poliocephala","carruthersi","Chamaetylas poliocephala carruthersi","Passeriformes","Muscicapidae","Chamaetylas","poliocephala","carruthersi","Yes","No","No"
"8662",31014,"Alethe poliocephala akeleyae","Passeriformes","Muscicapidae","Alethe","poliocephala","akeleyae","Chamaetylas poliocephala akeleyae","Passeriformes","Muscicapidae","Chamaetylas","poliocephala","akeleyae","Yes","No","No"
"8663",31020,"Alethe fuelleborni usambarae","Passeriformes","Muscicapidae","Alethe","fuelleborni","usambarae","Chamaetylas fuelleborni ","Passeriformes","Muscicapidae","Chamaetylas","fuelleborni","","Yes","No","No"
"8664",31025,"Cossypha albicapilla albicapilla","Passeriformes","Muscicapidae","Cossypha","albicapilla","albicapilla","Cossypha albicapillus albicapillus","Passeriformes","Muscicapidae","Cossypha","albicapillus","albicapillus","Yes","No","No"
"8665",31028,"Cossypha heuglini ","Passeriformes","Muscicapidae","Cossypha","heuglini","","Cossypha heuglini ","Passeriformes","Muscicapidae","Cossypha","heuglini","","No","No","No"
"8666",31030,"Cossypha heuglini heuglini","Passeriformes","Muscicapidae","Cossypha","heuglini","heuglini","Cossypha heuglini heuglini","Passeriformes","Muscicapidae","Cossypha","heuglini","heuglini","No","No","No"
"8667",31032,"Cossypha heuglini intermedia","Passeriformes","Muscicapidae","Cossypha","heuglini","intermedia","Cossypha heuglini intermedia","Passeriformes","Muscicapidae","Cossypha","heuglini","intermedia","No","No","No"
"8668",31034,"Cossypha dichroa ","Passeriformes","Muscicapidae","Cossypha","dichroa","","Cossypha dichroa ","Passeriformes","Muscicapidae","Cossypha","dichroa","","No","No","No"
"8669",31040,"Cossypha semirufa intercedens","Passeriformes","Muscicapidae","Cossypha","semirufa","intercedens","Cossypha semirufa intercedens","Passeriformes","Muscicapidae","Cossypha","semirufa","intercedens","No","No","No"
"8670",31041,"Cossypha niveicapilla ","Passeriformes","Muscicapidae","Cossypha","niveicapilla","","Cossypha niveicapilla ","Passeriformes","Muscicapidae","Cossypha","niveicapilla","","No","No","No"
"8671",31042,"Cossypha niveicapilla niveicapilla","Passeriformes","Muscicapidae","Cossypha","niveicapilla","niveicapilla","Cossypha niveicapilla niveicapilla","Passeriformes","Muscicapidae","Cossypha","niveicapilla","niveicapilla","No","No","No"
"8672",31046,"Cossypha natalensis intensa","Passeriformes","Muscicapidae","Cossypha","natalensis","intensa","Cossypha natalensis intensa","Passeriformes","Muscicapidae","Cossypha","natalensis","intensa","No","No","No"
"8673",31049,"Cossypha natalensis natalensis","Passeriformes","Muscicapidae","Cossypha","natalensis","natalensis","Cossypha natalensis natalensis","Passeriformes","Muscicapidae","Cossypha","natalensis","natalensis","No","No","No"
"8674",31054,"Cossypha cyanocampter bartteloti","Passeriformes","Muscicapidae","Cossypha","cyanocampter","bartteloti","Cossypha cyanocampter bartteloti","Passeriformes","Muscicapidae","Cossypha","cyanocampter","bartteloti","No","No","No"
"8675",31055,"Cichladusa arquata ","Passeriformes","Muscicapidae","Cichladusa","arquata","","Cichladusa arquata ","Passeriformes","Muscicapidae","Cichladusa","arquata","","No","No","No"
"8676",31058,"Cichladusa guttata guttata","Passeriformes","Muscicapidae","Cichladusa","guttata","guttata","Cichladusa guttata guttata","Passeriformes","Muscicapidae","Cichladusa","guttata","guttata","No","No","No"
"8677",31060,"Cichladusa guttata rufipennis","Passeriformes","Muscicapidae","Cichladusa","guttata","rufipennis","Cichladusa guttata rufipennis","Passeriformes","Muscicapidae","Cichladusa","guttata","rufipennis","No","No","No"
"8678",31063,"Cossypha humeralis humeralis","Passeriformes","Muscicapidae","Cossypha","humeralis","humeralis","Cossypha humeralis ","Passeriformes","Muscicapidae","Cossypha","humeralis","","Yes","No","No"
"8679",31065,"Cossypha caffra ","Passeriformes","Muscicapidae","Cossypha","caffra","","Cossypha caffra ","Passeriformes","Muscicapidae","Cossypha","caffra","","No","No","No"
"8680",31066,"Cossypha caffra iolaema","Passeriformes","Muscicapidae","Cossypha","caffra","iolaema","Cossypha caffra iolaema","Passeriformes","Muscicapidae","Cossypha","caffra","iolaema","No","No","No"
"8681",31068,"Cossypha caffra caffra","Passeriformes","Muscicapidae","Cossypha","caffra","caffra","Cossypha caffra caffra","Passeriformes","Muscicapidae","Cossypha","caffra","caffra","No","No","No"
"8682",31071,"Cossypha archeri ","Passeriformes","Muscicapidae","Cossypha","archeri","","Cossypha archeri ","Passeriformes","Muscicapidae","Cossypha","archeri","","No","No","No"
"8683",31075,"Cossypha anomala albigularis","Passeriformes","Muscicapidae","Cossypha","anomala","albigularis","Cossypha anomala grotei","Passeriformes","Muscicapidae","Cossypha","anomala","grotei","Yes","No","No"
"8684",31082,"Alethe montana ","Passeriformes","Muscicapidae","Alethe","montana","","Sheppardia montana ","Passeriformes","Muscicapidae","Sheppardia","montana","","Yes","No","No"
"8685",31086,"Erithacus gunningi sokokensis","Passeriformes","Muscicapidae","Erithacus","gunningi","sokokensis","Sheppardia gunningi sokokensis","Passeriformes","Muscicapidae","Sheppardia","gunningi","sokokensis","Yes","No","No"
"8686",31091,"Erithacus sharpei usambarae","Passeriformes","Muscicapidae","Erithacus","sharpei","usambarae","Sheppardia sharpei usambarae","Passeriformes","Muscicapidae","Sheppardia","sharpei","usambarae","Yes","No","No"
"8687",31095,"Cossypha bocagei chapini","Passeriformes","Muscicapidae","Cossypha","bocagei","chapini","Sheppardia bocagei chapini","Passeriformes","Muscicapidae","Sheppardia","bocagei","chapini","Yes","No","No"
"8688",31106,"Erithacus cyornithopsis lopezi","Passeriformes","Muscicapidae","Erithacus","cyornithopsis","lopezi","Sheppardia cyornithopsis lopezi","Passeriformes","Muscicapidae","Sheppardia","cyornithopsis","lopezi","Yes","No","No"
"8689",31107,"Erithacus aequatorialis ","Passeriformes","Muscicapidae","Erithacus","aequatorialis","","Sheppardia aequatorialis ","Passeriformes","Muscicapidae","Sheppardia","aequatorialis","","Yes","No","No"
"8690",31112,"Cossypha polioptera polioptera","Passeriformes","Muscicapidae","Cossypha","polioptera","polioptera","Sheppardia polioptera polioptera","Passeriformes","Muscicapidae","Sheppardia","polioptera","polioptera","Yes","No","No"
"8691",31117,"Erithacus luscinia ","Passeriformes","Muscicapidae","Erithacus","luscinia","","Luscinia luscinia ","Passeriformes","Muscicapidae","Luscinia","luscinia","","Yes","No","No"
"8692",31118,"Erithacus megarhynchos ","Passeriformes","Muscicapidae","Erithacus","megarhynchos","","Luscinia megarhynchos ","Passeriformes","Muscicapidae","Luscinia","megarhynchos","","Yes","No","No"
"8693",31119,"Erithacus megarhynchos megarhynchos","Passeriformes","Muscicapidae","Erithacus","megarhynchos","megarhynchos","Luscinia megarhynchos megarhynchos","Passeriformes","Muscicapidae","Luscinia","megarhynchos","megarhynchos","Yes","No","No"
"8694",31120,"Erithacus megarhynchos africanus","Passeriformes","Muscicapidae","Erithacus","megarhynchos","africanus","Luscinia megarhynchos africana","Passeriformes","Muscicapidae","Luscinia","megarhynchos","africana","Yes","No","No"
"8695",31123,"Erithacus svecicus svecicus","Passeriformes","Muscicapidae","Erithacus","svecicus","svecicus","Luscinia svecica svecica","Passeriformes","Muscicapidae","Luscinia","svecica","svecica","Yes","No","No"
"8696",31125,"Erithacus svecicus cyaneculus","Passeriformes","Muscicapidae","Erithacus","svecicus","cyaneculus","Luscinia svecica cyanecula","Passeriformes","Muscicapidae","Luscinia","svecica","cyanecula","Yes","No","No"
"8697",31131,"Erithacus svecicus abbotti","Passeriformes","Muscicapidae","Erithacus","svecicus","abbotti","Luscinia svecica abbotti","Passeriformes","Muscicapidae","Luscinia","svecica","abbotti","Yes","No","No"
"8698",31136,"Hodgsonius phaenicuroides phaenicuroides","Passeriformes","Muscicapidae","Hodgsonius","phaenicuroides","phaenicuroides","Luscinia phaenicuroides phaenicuroides","Passeriformes","Muscicapidae","Luscinia","phaenicuroides","phaenicuroides","Yes","No","No"
"8699",31139,"Cinclidium leucurum leucurum","Passeriformes","Muscicapidae","Cinclidium","leucurum","leucurum","Myiomela leucura leucura","Passeriformes","Muscicapidae","Myiomela","leucura","leucura","Yes","No","No"
"8700",31149,"Erithacus calliope ","Passeriformes","Muscicapidae","Erithacus","calliope","","Calliope calliope ","Passeriformes","Muscicapidae","Calliope","calliope","","Yes","No","No"
"8701",31157,"Erithacus pectoralis tschebaiewa","Passeriformes","Muscicapidae","Erithacus","pectoralis","tschebaiewa","Calliope tschebaiewi","Passeriformes","Muscicapidae","Calliope","tschebaiewi","tschebaiewi","Yes","No","No"
"8702",31160,"Enicurus scouleri scouleri","Passeriformes","Muscicapidae","Enicurus","scouleri","scouleri","Enicurus scouleri scouleri","Passeriformes","Muscicapidae","Enicurus","scouleri","scouleri","No","No","No"
"8703",31162,"Enicurus immaculatus ","Passeriformes","Muscicapidae","Enicurus","immaculatus","","Enicurus immaculatus ","Passeriformes","Muscicapidae","Enicurus","immaculatus","","No","No","No"
"8704",31165,"Enicurus maculatus maculatus","Passeriformes","Muscicapidae","Enicurus","maculatus","maculatus","Enicurus maculatus maculatus","Passeriformes","Muscicapidae","Enicurus","maculatus","maculatus","No","No","No"
"8705",31188,"Myiophoneus caeruleus ","Passeriformes","Muscicapidae","Myiophoneus","caeruleus","","Myophonus caeruleus ","Passeriformes","Muscicapidae","Myophonus","caeruleus","","Yes","No","No"
"8706",31189,"Myiophoneus caeruleus temminckii","Passeriformes","Muscicapidae","Myiophoneus","caeruleus","temminckii","Myophonus caeruleus temminckii","Passeriformes","Muscicapidae","Myophonus","caeruleus","temminckii","Yes","No","No"
"8707",31214,"Brachypteryx montana cruralis","Passeriformes","Muscicapidae","Brachypteryx","montana","cruralis","Brachypteryx cruralis ","Passeriformes","Muscicapidae","Brachypteryx","cruralis","","Yes","No","No"
"8708",31272,"Ficedula tricolor notata","Passeriformes","Muscicapidae","Ficedula","tricolor","notata","Ficedula tricolor tricolor","Passeriformes","Muscicapidae","Ficedula","tricolor","tricolor","Yes","No","No"
"8709",31277,"Ficedula hyperythra hyperythra","Passeriformes","Muscicapidae","Ficedula","hyperythra","hyperythra","Ficedula hyperythra hyperythra","Passeriformes","Muscicapidae","Ficedula","hyperythra","hyperythra","No","No","No"
"8710",31293,"Niltava hodgsoni ","Passeriformes","Muscicapidae","Niltava","hodgsoni","","Ficedula hodgsoni ","Passeriformes","Muscicapidae","Ficedula","hodgsoni","","Yes","No","No"
"8711",31297,"Ficedula strophiata strophiata","Passeriformes","Muscicapidae","Ficedula","strophiata","strophiata","Ficedula strophiata strophiata","Passeriformes","Muscicapidae","Ficedula","strophiata","strophiata","No","No","No"
"8712",31304,"Ficedula superciliaris superciliaris","Passeriformes","Muscicapidae","Ficedula","superciliaris","superciliaris","Ficedula superciliaris superciliaris","Passeriformes","Muscicapidae","Ficedula","superciliaris","superciliaris","No","No","No"
"8713",31306,"Ficedula westermanni ","Passeriformes","Muscicapidae","Ficedula","westermanni","","Ficedula westermanni ","Passeriformes","Muscicapidae","Ficedula","westermanni","","No","No","No"
"8714",31307,"Ficedula westermanni collini","Passeriformes","Muscicapidae","Ficedula","westermanni","collini","Ficedula westermanni collini","Passeriformes","Muscicapidae","Ficedula","westermanni","collini","No","No","No"
"8715",31315,"Muscicapa ruficauda ","Passeriformes","Muscicapidae","Muscicapa","ruficauda","","Ficedula ruficauda ","Passeriformes","Muscicapidae","Ficedula","ruficauda","","Yes","No","No"
"8716",31318,"Ficedula parva parva","Passeriformes","Muscicapidae","Ficedula","parva","parva","Ficedula parva ","Passeriformes","Muscicapidae","Ficedula","parva","","Yes","No","No"
"8717",31319,"Ficedula parva albicilla","Passeriformes","Muscicapidae","Ficedula","parva","albicilla","Ficedula albicilla ","Passeriformes","Muscicapidae","Ficedula","albicilla","","Yes","No","No"
"8718",31326,"Ficedula hypoleuca hypoleuca","Passeriformes","Muscicapidae","Ficedula","hypoleuca","hypoleuca","Ficedula hypoleuca hypoleuca","Passeriformes","Muscicapidae","Ficedula","hypoleuca","hypoleuca","No","No","No"
"8719",31329,"Ficedula albicollis ","Passeriformes","Muscicapidae","Ficedula","albicollis","","Ficedula albicollis ","Passeriformes","Muscicapidae","Ficedula","albicollis","","No","No","No"
"8720",31366,"Erithacus indicus indicus","Passeriformes","Muscicapidae","Erithacus","indicus","indicus","Tarsiger indicus indicus","Passeriformes","Muscicapidae","Tarsiger","indicus","indicus","Yes","No","No"
"8721",31370,"Erithacus chrysaeus whistleri","Passeriformes","Muscicapidae","Erithacus","chrysaeus","whistleri","Tarsiger chrysaeus whistleri","Passeriformes","Muscicapidae","Tarsiger","chrysaeus","whistleri","Yes","No","No"
"8722",31375,"Erithacus cyanurus cyanurus","Passeriformes","Muscicapidae","Erithacus","cyanurus","cyanurus","Tarsiger cyanurus cyanurus","Passeriformes","Muscicapidae","Tarsiger","cyanurus","cyanurus","Yes","No","No"
"8723",31378,"Erithacus cyanurus pallidior","Passeriformes","Muscicapidae","Erithacus","cyanurus","pallidior","Tarsiger rufilatus pallidior","Passeriformes","Muscicapidae","Tarsiger","rufilatus","pallidior","Yes","No","No"
"8724",31384,"Phoenicurus frontalis ","Passeriformes","Muscicapidae","Phoenicurus","frontalis","","Phoenicurus frontalis ","Passeriformes","Muscicapidae","Phoenicurus","frontalis","","No","No","No"
"8725",31385,"Phoenicurus caeruleocephalus ","Passeriformes","Muscicapidae","Phoenicurus","caeruleocephalus","","Phoenicurus coeruleocephala ","Passeriformes","Muscicapidae","Phoenicurus","coeruleocephala","","Yes","No","No"
"8726",31388,"Rhyacornis fuliginosus fuliginosus","Passeriformes","Muscicapidae","Rhyacornis","fuliginosus","fuliginosus","Phoenicurus fuliginosus fuliginosus","Passeriformes","Muscicapidae","Phoenicurus","fuliginosus","fuliginosus","Yes","No","No"
"8727",31391,"Chaimarrornis leucocephalus ","Passeriformes","Muscicapidae","Chaimarrornis","leucocephalus","","Phoenicurus leucocephalus ","Passeriformes","Muscicapidae","Phoenicurus","leucocephalus","","Yes","No","No"
"8728",31394,"Phoenicurus ochruros gibraltariensis","Passeriformes","Muscicapidae","Phoenicurus","ochruros","gibraltariensis","Phoenicurus ochruros gibraltariensis","Passeriformes","Muscicapidae","Phoenicurus","ochruros","gibraltariensis","No","No","No"
"8729",31398,"Phoenicurus ochruros phoenicuroides","Passeriformes","Muscicapidae","Phoenicurus","ochruros","phoenicuroides","Phoenicurus ochruros phoenicuroides","Passeriformes","Muscicapidae","Phoenicurus","ochruros","phoenicuroides","No","No","No"
"8730",31403,"Phoenicurus phoenicurus phoenicurus","Passeriformes","Muscicapidae","Phoenicurus","phoenicurus","phoenicurus","Phoenicurus phoenicurus phoenicurus","Passeriformes","Muscicapidae","Phoenicurus","phoenicurus","phoenicurus","No","No","No"
"8731",31406,"Phoenicurus auroreus ","Passeriformes","Muscicapidae","Phoenicurus","auroreus","","Phoenicurus auroreus ","Passeriformes","Muscicapidae","Phoenicurus","auroreus","","No","No","No"
"8732",31414,"Monticola cinclorhynchus cinclorhynchus","Passeriformes","Muscicapidae","Monticola","cinclorhynchus","cinclorhynchus","Monticola cinclorhyncha ","Passeriformes","Muscicapidae","Monticola","cinclorhyncha","","Yes","No","No"
"8733",31417,"Monticola rufiventris ","Passeriformes","Muscicapidae","Monticola","rufiventris","","Monticola rufiventris ","Passeriformes","Muscicapidae","Monticola","rufiventris","","No","No","No"
"8734",31419,"Monticola brevipes brevipes","Passeriformes","Muscicapidae","Monticola","brevipes","brevipes","Monticola brevipes brevipes","Passeriformes","Muscicapidae","Monticola","brevipes","brevipes","No","No","No"
"8735",31424,"Monticola explorator explorator","Passeriformes","Muscicapidae","Monticola","explorator","explorator","Monticola explorator explorator","Passeriformes","Muscicapidae","Monticola","explorator","explorator","No","No","No"
"8736",31436,"Monticola rufocinereus rufocinereus","Passeriformes","Muscicapidae","Monticola","rufocinereus","rufocinereus","Monticola rufocinereus rufocinereus","Passeriformes","Muscicapidae","Monticola","rufocinereus","rufocinereus","No","No","No"
"8737",31438,"Monticola saxatilis ","Passeriformes","Muscicapidae","Monticola","saxatilis","","Monticola saxatilis ","Passeriformes","Muscicapidae","Monticola","saxatilis","","No","No","No"
"8738",31442,"Monticola solitarius pandoo","Passeriformes","Muscicapidae","Monticola","solitarius","pandoo","Monticola solitarius pandoo","Passeriformes","Muscicapidae","Monticola","solitarius","pandoo","No","No","No"
