LACM,Collector,Taxon,Family,Order,Field,Sex,LAF,Age,SpecNat,Measurements,Gonads,Weight,Date,Year,Locality
119999,CALIFORNIA WILDLIFE CENTER,Dendroica townsendi : Parulidae : Passeriformes - Species,Parulidae,Passeriformes,14-0546,M,8171,,SS,,;T = 1.5 X 1; RT = 1 X 1,9.8,3/31/2014,2014,8500 BLOCK MELROSE AVE : WEST HOLLYWOOD : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116109,CALIFORNIA WILDLIFE CENTER,Tyrannus verticalis : Tyrannidae : Passeriformes - Species,Tyrannidae,Passeriformes,12-0392,M,7831,,SS,,L+R T = 3.5X1.0,34.4,3/24/2012,2012,19900 BLOCK ACRE ST : NORTHRIDGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116114,CALIFORNIA WILDLIFE CENTER,Tyrannus vociferans : Tyrannidae : Passeriformes - Species,Tyrannidae,Passeriformes,12-0117,M,7834,,FB,C=18.7; W=132; TAIL=95,L+R T= 3.5 X 1.5,40.5,2/23/2012,2012,25800 BLOCK CHALMEIS PL : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119664,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,13-3134,F,8023,,SS,,"OV = 3 X 2, SMOOTH",17,9/20/2013,2013,PACIFIC PALISADES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119663,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,13-3583,M,8022,,SS,,LT = 3 X 1; RT = <1,16,9/18/2013,2013,16000 BLOCK VENTURA BLVD : ENCINO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116093,CALIFORNIA WILDLIFE CENTER,Sturnella neglecta : Icteridae : Passeriformes - Species,Icteridae,Passeriformes,Dec-47,M,7826,,SS,,LT = 3x2; RT = 2.5x2.0,90.4,9/27/2012,2012,2400 BLOCK THIRD ST : SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116192,CALIFORNIA WILDLIFE CENTER,Sphyrapicus nuchalis : Picidae : Piciformes - Species,Picidae,Piciformes,13-3704,F,8012,,FB,C=25.0; W=123; TAIL=72,"OV=4 X 3, SMOOTH",39.2,11/20/2013,2013,1560 BLOCK HARTE LANE : MOORPARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116188,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii californicus : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,13-2869,M,8026,,SS,,L+R T= 3 X 2,44.7,8/29/2013,2013,1900 BLOCK CARLA RIDGE : BEVERLY HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115860,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,10-0078,F,,,SN,C=51.4; W=381,"OV = 12 Z 4, SMOOTH",,1/22/2010,2010,LONG BEACH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115850,CALIFORNIA WILDLIFE CENTER,Patagioenas fasciata monilis : Columbidae : Columbiformes - Subspecies,Columbidae,Columbiformes,Oct-57,F,7614,,SN,C=17.7; W=230; T=28.7; TAIL=142,OV = 17 X 6; LF = 2,363,12/24/2010,2010,2400 BLOCK NALIN DR : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116186,CALIFORNIA WILDLIFE CENTER,Patagioenas fasciata monilis : Columbidae : Columbiformes - Subspecies,Columbidae,Columbiformes,13-3951,M,7944,,SS,,LT= 6.5 X 2; RT= 6 X 2,301,11/30/2012,2012,400 BLOCK DENSLOW AVE : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116107,CALIFORNIA WILDLIFE CENTER,Ceryle alcyon caurina : Alcedinidae : Coraciiformes - Subspecies,Alcedinidae,Coraciiformes,29-Dec,F,7829,,SS,,"OV = 8X4, SMOOTH",152,8/29/2012,2012,4600 BLOCK PARK MIRASOL : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119793,CALIFORNIA WILDLIFE CENTER,Ceryle alcyon caurina : Alcedinidae : Coraciiformes - Subspecies,Alcedinidae,Coraciiformes,29-Dec,M,,,SN,C=50.7; W=159; TAIL=87,LT = 3 X 2; RT = 2.5 X 1.5,130,8/29/2012,2012,4600 BLOCK PARK MIRASOL : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116181,CALIFORNIA WILDLIFE CENTER,Falco columbarius suckleyi : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,13-0114,F,7924,,SS,,LOV= 10 X 5; ROV= 4 X 2,190,1/26/2013,2013,18500 BLOCK HATTERAS ST : RESEDA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116180,CALIFORNIA WILDLIFE CENTER,Falco columbarius columbarius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,13-3683,M,8015,,SS,,L=R T= 3.0 X 1.5,155,11/29/2013,2013,12300 BLOCK CALIFA ST : VALLEY VILLAGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119787,CALIFORNIA WILDLIFE CENTER,Falco columbarius columbarius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,16-Nov,F,7726,,FB,C=14.4; W=205; TAIL=122,"OV = 9 X 5, GRANULAR",188,12/10/2011,2011,15400 BLOCK VITAGE ST : MISSION HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119906,CALIFORNIA WILDLIFE CENTER,Falco sparverius sparverius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,13-3663,F,8058,,SS,,"OV = 5 X 2, GRANULAR",96,11/11/2013,2013,"COMPTON AIRPORT, AVALON & CENTRAL : COMPTON : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA"
116046,CALIFORNIA WILDLIFE CENTER,Accipiter striatus velox : Accipitridae : Falconiformes - Subspecies,Accipitridae,Accipitriformes,Nov-44,F,7733,,SS,,L OV= 10X1.5; R OV=12X3,152,10/28/2011,2011,LOS ANGELES VIC : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115852,CALIFORNIA WILDLIFE CENTER,Callipepla californica californica : Phasianidae : Galliformes - Subspecies,Phasianidae,Galliformes,11-0225,M,7620,,SN,C=11.1; W=113; T=24.2; TAIL=82,L T = 7 X 5; R T = 5 X 5,157,3/21/2011,2011,20300 BLOCK ALERION PL : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115902,CALIFORNIA WILDLIFE CENTER,Oporornis tolmiei tolmiei : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,11-0859,M,7664,,SS,,L+RT = 4 X 3,9,4/25/2011,2011,YORKSHIRE AT LOTUS : PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119806,CALIFORNIA WILDLIFE CENTER,Dendroica coronata auduboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,12-0043,M,,,SN,C=9.7; W=79,L+RT = 1.5 X 1.0,9.6,1/13/2012,2012,5000 BLOCK SUNNYSLOPE AVE : SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116104,CALIFORNIA WILDLIFE CENTER,Dendroica petechia ssp : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,Nov-77,U,7780,,SS,,NOT FOUND,6,9/14/2011,2011,"PT DUME, GRAY FOX RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA"
116043,CALIFORNIA WILDLIFE CENTER,Troglodytes aedon parkmanii : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,Nov-85,U,7739,,SS,,NOT FOUND,8,10/16/2011,2011,WEST LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115853,CALIFORNIA WILDLIFE CENTER,Thryomanes bewickii correctus : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,6-Nov,M,7672,,SN,C=14.3; W=52; T=21.5; TAIL=53,L+R T = 3 X 2,8.7,6/22/2011,2011,22600 BLOCK MACFARLANE DR : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119798,CALIFORNIA WILDLIFE CENTER,Thryomanes bewickii correctus : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,13-3410,U,,,SN,,,,10/21/2013,2013,287 BLOCK EAGLETON ST : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116044,CALIFORNIA WILDLIFE CENTER,Sialia mexicana occidentalis : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,Nov-37,M,7727,,SS,,LT= 4X1; RT= 3X1,22.1,9/23/2011,2011,4100 BLOCK CORNELL AVE : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116045,CALIFORNIA WILDLIFE CENTER,Turdus migratorius propinquus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,Nov-39,F,7729,,SS,,"OV= 8X3, FINE GRANULAR",64,11/18/2011,2011,17700 BLOCK CHASE ST : NORTHRIDGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119986,CALIFORNIA WILDLIFE CENTER,Turdus migratorius propinquus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,14-0310,M,8159,,SS,,"LT = 3.5 X 2.0; RT = 2 X 2, PALE",70.9,3/21/2014,2014,26800 BLOCK PACIFIC COAST HWY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119800,CALIFORNIA WILDLIFE CENTER,Chamaea fasciata henshawi : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,13-2662,M,,,SN,,"L+RT = 1 X 1, BLACK",,8/12/2013,2013,23700 MULHOLLAND HWY : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119659,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,Dec-85,M,7967,,SS,,"LT = 2 X 1; RT = 5 X 1, BLACK",18.1,12/11/2012,2012,11700 BLOCK ADDISON ST : VALLEY VILLAGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119801,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,Nov-43,M,,,SN,,L+RT = 1 X 1,,10/28/2011,2011,19900 BLOCK VALLEY VIEW DR : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119802,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,,F,,,SN,C=12.9,"OV = 4 X 3, SMOOTH",,2/22/2012,2012,26000 BLOCK PIUMA RD : MONTE NIDO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119899,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,13-3693,F,8055,,SS,,"OV = 3.5 X 2, SMOOTH",16.6,11/17/2013,2013,5700 BLOCK CHESEBORO RD : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119808,CALIFORNIA WILDLIFE CENTER,Aphelocoma californica obscura : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,,F,,,SN,C=27.8; W=124.5; T=37.0,"OV = 5 X 2.5, SMOOTH",77,6/26/2013,2013,3000 BLOCK LORI CIRCLE : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119662,CALIFORNIA WILDLIFE CENTER,Pheucticus melanocephalus maculatus : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,13-3009,F,8031,,SS,,"OV = 4 X 1, SMOOTH",46,9/29/2013,2013,3500 BLOCK WASATCH AVE : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119805,CALIFORNIA WILDLIFE CENTER,Pheucticus melanocephalus maculatus : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,Dec-56,F,,,SN,,"OV = 3 X 2, SMOOTH",23.5,9/29/2012,2012,5700 BLOCK CALPINE DR : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116091,CALIFORNIA WILDLIFE CENTER,Passerella iliaca megarhyncha : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,Dec-52,F,7821,,SS,C=13.7; W=78; TAIL=80,"OV = 3X2, SMOOTH",,9/28/2012,2012,20500 BLOCK PARADIN LANE : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115858,CALIFORNIA WILDLIFE CENTER,Icterus bullockii ssp : Icteridae : Passeriformes - Subspecies,Icteridae,Passeriformes,11-1877,M,,,SN,C=17.6; W-97; T=19.4; TAIL=72,L T = 11 X 5; R T = 7 X 5,32,6/20/2011,2011,LOS ANGELES VIC : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119987,CALIFORNIA WILDLIFE CENTER,Icterus bullockii ssp : Icteridae : Passeriformes - Subspecies,Icteridae,Passeriformes,14-0971,M,8147,,SS,,LT = 8 X 6,31,4/25/2014,2014,MALIBU CREEK STATE PARK : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115897,CALIFORNIA WILDLIFE CENTER,Icterus bullockii ssp : Icteridae : Passeriformes - Subspecies,Icteridae,Passeriformes,,F,7668,,SS,,"OV GRANULAR, LF = 2.0",26.9,4/29/2011,2011,3500 BLOCK LATHROD AVE : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115857,CALIFORNIA WILDLIFE CENTER,Toxostoma redivivum redivivum : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,10-0209,M,,,SN,C=36.2; W=126; T=35.8; TAIL=125,L T = 9 X 4; R T = 7 X 3,62,2/19/2010,2010,CHATSWORTH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119799,CALIFORNIA WILDLIFE CENTER,Toxostoma redivivum redivivum : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,13-3289,F,,,SN,,"OV = 8 X 3.5, SMOOTH",,9/30/2013,2013,THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119795,CALIFORNIA WILDLIFE CENTER,Stelgidopteryx serripennis ssp : Hirundinidae : Passeriformes - Subspecies,Hirundinidae,Passeriformes,,M,,,SN,C=5.7; W=112; T=10.2,LT = 8 X 5; RT = 6.5 X 4.5,,4/29/2013,2013,VAN NUYS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116191,CALIFORNIA WILDLIFE CENTER,Melanerpes formicivorus bairdi : Picidae : Piciformes - Subspecies,Picidae,Piciformes,Dec-72,F,7939,,SS,,,,11/23/2012,2012,1100 BLOCK ROSARTO DR : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119984,CALIFORNIA WILDLIFE CENTER,Pheucticus melanocephalus maculatus : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,13-3259,M,8149,,SS,,LT = 2 X 2; RT = 1.5 X 1.5,42,9/27/2013,2013,12TH ST AT MONTANA : SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120043,CALIFORNIA WILDLIFE CENTER,Dendroica coronata auduboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,,U,,,SN,C=9.5; W=76; TAIL=57,,10.1,3/8/2012,2012,"PIUMA RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
120039,CALIFORNIA WILDLIFE CENTER,Troglodytes aedon parkmanii : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,14-0317,F,8153,,SN,,"OV=4.0X2.5, GRANULAR",10,3/22/2014,2014,1600 BLK HAUSER CIRCLE : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120014,CALIFORNIA WILDLIFE CENTER,Thryomanes bewickii correctus : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,14-0630,M,8187,,SS,,L+R T = 6 X 4,8.3,4/3/2014,2014,22900 LEONARA DR : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120728,CALIFORNIA WILDLIFE CENTER,Vireo gilvus swainsonii : Vireonidae : Passeriformes - Subspecies,Vireonidae,Passeriformes,16-1335,F,8627,,SS,,"OV=6.OX2.5, L FOLL=1MM",7..9,5/22/2016,2016,"PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 10  N, 118 9  W"
120351,CALIFORNIA WILDLIFE CENTER,Colaptes auratus collaris : Picidae : Piciformes - Subspecies,Picidae,Piciformes,15-3587,M,8468,,SS,,L+R T=3X1,146,10/31/2015,2015,12700 BLK WOODBRIDGE ST : STUDIO CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120352,CALIFORNIA WILDLIFE CENTER,Colaptes auratus collaris : Picidae : Piciformes - Subspecies,Picidae,Piciformes,15-3651,F,8463,,SS,,"OV=5X5, GRANULAR",118,11/28/2015,2015,4400 BLK LONG RIDGE AVE : SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120353,CALIFORNIA WILDLIFE CENTER,Colaptes auratus collaris : Picidae : Piciformes - Subspecies,Picidae,Piciformes,15-3851,M,8465,,SS,,"LT=5X1. BLACK; RT=3X1.5, PALE",103,12/6/2015,2015,1500 BLK WASHBURN : PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120354,CALIFORNIA WILDLIFE CENTER,Colaptes auratus collaris : Picidae : Piciformes - Subspecies,Picidae,Piciformes,15-3763,F,8469,,SS,,"OV=7X3, GRANULAR",119,12/31/2015,2015,14TH ST AT OCEAN PARK BLVD : SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120356,CALIFORNIA WILDLIFE CENTER,Colaptes auratus collaris : Picidae : Piciformes - Subspecies,Picidae,Piciformes,15-3643,M,8466,,SS,,"LT=5X4, PALE; RT=3X1, DARK",126,11/17/2015,2015,400 BLK VIA DE LUZ : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120379,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,15-0057,F,8503,,SS,,"OV=5X2, SMOOTH",14,1/16/2015,2015,MARINA DEL REY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120030,CALIFORNIA WILDLIFE CENTER,Junco hyemalis thurberi : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,14-0239,F,8207,,SS,,"OV=4X2.5, GRANULAR",14,2/28/2014,2014,30500 BLK CANNES PL : CASTAIC : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120051,CALIFORNIA WILDLIFE CENTER,Junco hyemalis ssp : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,13-3736,M,8067,,SN,,"L+RT=1MM, PALE",12.5,11/28/2013,2013,REDFORD AVE AT VENTURA BL : STUDIO CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120374,CALIFORNIA WILDLIFE CENTER,Vireo gilvus swainsonii : Vireonidae : Passeriformes - Subspecies,Vireonidae,Passeriformes,15-3536,M,8511,,SS,,TESTES=1X1,7,10/19/2015,2015,"EXPOSITION PARK, NHM NATURE GARDENS : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA"
120864,CALIFORNIA WILDLIFE CENTER,Oxyura jamaicensis rubida : Anatidae : Anseriformes - Subspecies,Anatidae,Anseriformes,17-105,F,8769,,SS,,"OV=21X7, GRANULAR, L FOLL=1MM",337,1/26/2017,2017,WESTLAKE VILLAGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120228,CALIFORNIA WILDLIFE CENTER,Bombycilla cedrorum : Bombycillidae : Passeriformes - Species,Bombycillidae,Passeriformes,13-3934,F,8275,,SS,,"OV= 5.0 X 2.5, SMOOTH",18.5,1/25/2014,2014,22000 BLOCK TOPANGA SCHOOL ROAD : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121225,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,18-1215,M,9063,,SS,,LT=4X3; RT=3X3,24.5,5/4/2018,2018,PIRU : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120335,CALIFORNIA WILDLIFE CENTER,Pipilo maculatus megalonyx : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,14-3616,U,8452,,SS,,NOT FOUND,29.3,11/18/2014,2014,"WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 43.25 N, 118 36 58.607 W"
120336,CALIFORNIA WILDLIFE CENTER,Melospiza melodia cooperi : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,14-3615,M,8456,,SS,,L+R T=1.5X1.5,11.8,11/23/2014,2014,"MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
120923,CALIFORNIA WILDLIFE CENTER,Dendroica coronata audoboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,16-3756,M,,,SN,W=77,L+R T=<1MM,,12/8/2016,2016,"BALDWIN HILLS : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 33 57 54 N, 118 9 18 W"
120924,CALIFORNIA WILDLIFE CENTER,Dendroica coronata audoboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,16-3670,U,,,SN,W=75.5,NOT FOUND,,11/18/2016,2016,"SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 16 24.155 N, 118 43 56.307 W"
120925,CALIFORNIA WILDLIFE CENTER,Wilsonia pusilla ssp : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,14-3204,F,,,SN,,"OV=2X1, SMOOTH",,9/18/2014,2014,"TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 5 14.479 N, 118 35 56.863 W"
120926,CALIFORNIA WILDLIFE CENTER,Psaltriparus minimus minimus : Aegithalidae : Passeriformes - Subspecies,Aegithalidae,Passeriformes,17-0201,F,,,SN,W=40.5,NOR FOUND,,2/14/2017,2017,"THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 11 17.62 N, 118 53 10.94 W"
120927,CALIFORNIA WILDLIFE CENTER,Psaltriparus minimus minimus : Aegithalidae : Passeriformes - Subspecies,Aegithalidae,Passeriformes,16-0408,U,,,SN,W=45,NOT FOUND,4.2,3/20/2016,2016,4800 BLOCK BORDER ST : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120921,CALIFORNIA WILDLIFE CENTER,Regulus calendula cineraceus : Regulidae : Passeriformes - Subspecies,Regulidae,Passeriformes,16-3867,M,,,SN,,NOT FOUND,,00 XXX 2016,2016,SOUTHERN CALIFORNIA : CALIFORNIA : UNITED STATES : NORTH AMERICA
120922,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,16-1198,M,8672,,SN,C=13.6; W=92; TAIL=70,LT=5X4; RT=3X3,,5/6/2016,2016,GREGORY RD AT PECK DR : BEVERLY HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120919,CALIFORNIA WILDLIFE CENTER,Empidonax difficilis difficilis : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,16-3066,U,,,SN,,NOT FOUND,7.1,8/28/2016,2016,600 BLOCK OLD TOPANGA CYN RD : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120920,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,16-3614,F,8671,,SN,C=11.0; W=84; T=27.9; TAIL=62,OV=4.0X1.5,,11/7/2016,2016,2600 BLOCK WESTRIDGE RD : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120942,CALIFORNIA WILDLIFE CENTER,Uria aalge ssp : Alcidae : Charadriiformes - Subspecies,Alcidae,Charadriiformes,17-1302,F,8816,,SS,,"OV=16X5, GRANULAR",596,5/4/2017,2017,MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120854,CALIFORNIA WILDLIFE CENTER,Larus philadelphia : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,17-924,F,8760,,SS,,"OV=9X4, GRANULAR, L FOLL=2MM",111,4/17/2017,2017,MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120337,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,14-3060,M,8455,,SS,,"L+R T=1,5X1,0",26,10/30/2014,2014,THE VILLAGE GREEN : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120338,CALIFORNIA WILDLIFE CENTER,Petrochelidon pyrrhonota pyrrhonota : Hirundinidae : Passeriformes - Subspecies,Hirundinidae,Passeriformes,15-0314,F,8461,,SS,,"OV=5X2, GRANULAR",13.7,3/10/2015,2015,6200 BLK TUJUNGA : NORTH HOLLYWOOD : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121232,CALIFORNIA WILDLIFE CENTER,Dendroica townsendi : Parulidae : Passeriformes - Species,Parulidae,Passeriformes,18-3807,U,9080,,SS,,NOT FOUND,6.8,10/7/2018,2018,10100 BLOCK JUMILLA AVE : CHATSWORTH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121111,CALIFORNIA WILDLIFE CENTER,Bombycilla cedrorum : Bombycillidae : Passeriformes - Species,Bombycillidae,Passeriformes,17-3734,M,8948,,SS,,LT=2X1; RT=1.5X1,25,10/13/2012,2012,"ARCADIA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 7 59 N, 118 2 0 W"
