LACM,Collector,Taxon,Family,Order,Field,Sex,LAF,Age,SpecNat,Measurements,Gonads,Weight,Date,Year,Locality
111527,CALIFORNIA WILDLIFE CENTER,Bubo virginianus pacificus : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,2001-0136,F,6090,Juvenile,SS,,LO = 13 X 5; RO = 10 X 2.5,807,4/15/2001,2001,"SERRANIA AVE : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 43.25 N, 118 36 58.607 W"
115526,CALIFORNIA WILDLIFE CENTER,Porzana carolina : Rallidae : Gruiformes - Species,Rallidae,Gruiformes,Oct-78,F,7513,Juvenile,SS,,OV = 9 X 3,45.1,10/2/2010,2010,3100 BLK STONER AVE : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115676,CALIFORNIA WILDLIFE CENTER,Psaltriparus minimus : Aegithalidae : Passeriformes - Species,Aegithalidae,Passeriformes,10-0853,U,7545,Juvenile,SN,C=6.5,,5.8,4/27/2010,2010,GRIFFITH PARK : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
112102,CALIFORNIA WILDLIFE CENTER,Larus californicus : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,2024,F,6349,Juvenile,SS,,"OV= 10 X 3, GRANULAR",286,8/19/2002,2002,"ESCONDIDO BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111131,CALIFORNIA WILDLIFE CENTER,Tachycineta thalassina : Hirundinidae : Passeriformes - Species,Hirundinidae,Passeriformes,2000-0362,M,,Juvenile,SS,,"L+R TESTES <1, PALE",,7/11/2000,2000,"HUMBER PARK : SAN JACINTO MTS : RIVERSIDE CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 33 45 54 N, 116 41 10 W"
112175,CALIFORNIA WILDLIFE CENTER,Chordeiles acutipennis texensis : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,2056,U,,Juvenile,SN,W=188,,,9/1/2002,2002,"FRANKLIN CANYON : BEVERLY HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 4 57.386 N, 118 24 1.846 W"
110801,CALIFORNIA WILDLIFE CENTER,Sterna hirundo hirundo : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,,M,5886,Juvenile,SS,,T = <1,74,10/4/1998,1998,"22000 BLOCK PACIFIC COAST HWY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112103,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,2045,M,,Juvenile,SS,,LT= 3 X 1.5,593,8/24/2002,2002,"21800 BLOCK PACIFIC COAST HWY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112105,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,,M,,Juvenile,SS,,LT= 3 X 1; RT= 6 X 2,812,9/8/2002,2002,"24800 BLOCK MALIBU ROAD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111135,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,2000-0426,M,,Juvenile,FB,C:45.1; W:380; T:62.8; TAIL:147,"LT= 2 X 1, PALE",505,8/1/2000,2000,"30700 BLOCK PACIFIC COAST HWY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112179,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,2085,F,,Juvenile,SN,C=40.8; W=356; T=57.9; TAIL=132,"OV= 7 X 2, LIGHTLY GRANULAR",,9/3/2002,2002,"30800 BLOCK BROAD BEACH RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111187,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,,F,,Juvenile,SS,,"OV= 8 X 6, SMOOTH",,8/14/2000,2000,"LEO CARRILLO STATE BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111188,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,,F,6034,Juvenile,SS,,"OV= 6 X 4, SMOOTH",,10/30/2000,2000,"MALIBU LAGOON : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112104,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,2186,F,,Juvenile,SS,,"OV= 9 X 3, LIGHTLY GRANULAR",556,9/14/2002,2002,"ZUMA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111189,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,2000-0532,F,,Juvenile,SS,,"OV= 10 X 6, SMOOTH",,9/16/2000,2000,"MARINA DEL REY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 33 58 51.447 N, 118 26 44.591 W"
112235,CALIFORNIA WILDLIFE CENTER,Larus occidentalis wymani : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,2191,M,,Juvenile,SN,C=51.8; W=426; T=68.3; TAIL=141,,734,9/18/2002,2002,"4000 BLOCK OCEAN DR : OXNARD : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 11 12.130 N, 119 10 45.557 W"
115670,CALIFORNIA WILDLIFE CENTER,Butorides virescens anthonyi : Ardeidae : Ciconiiformes - Subspecies,Ardeidae,Pelecaniformes,10-0014,F,7509,Juvenile,FB,C=59.3; W=190= T=52.4,L OV = 14 X 6; R OV = 6 X 3,224,2/10/2010,2010,WEST LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
111113,CALIFORNIA WILDLIFE CENTER,Butorides virescens anthonyi : Ardeidae : Ciconiiformes - Subspecies,Ardeidae,Pelecaniformes,2000-0312,F,5915,Juvenile,SS,,"SMALL, PAIRED GRANULAR OVARIES",135,6/21/2000,2000,"LIGHTHOUSE ST : MARINA DEL REY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 33 58 51.447 N, 118 26 44.591 W"
115524,CALIFORNIA WILDLIFE CENTER,Elanus caeruleus majusculus : Accipitridae : Falconiformes - Subspecies,Accipitridae,Accipitriformes,10-1458,F,7508,Juvenile,SS,,"L OV = 12 X 4, SMOOTH; R OV = MINUTE",291,6/20/2009,2009,5400 BLK FAIRVIEW PL : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
111944,CALIFORNIA WILDLIFE CENTER,Corvus brachyrhynchos hesperis : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,,M,,Juvenile,SS,,L+R TESTES= 3 X 1,282,5/22/2001,2001,"28900 BLOCK BURLESON ST : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 7 46.929 N, 118 46 28.330 W"
111528,CALIFORNIA WILDLIFE CENTER,Corvus brachyrhynchos hesperis : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,,M,,Juvenile,SS,,LT= 3 X 1,240,5/15/2001,2001,"WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 43.25 N, 118 36 58.607 W"
111622,CALIFORNIA WILDLIFE CENTER,Aphelocoma californica obscura : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,2001-0228,M,6205,Juvenile,SS,,LT= 2 X 1.5; RT= 2 X 1,58.3,5/15/2001,2001,"100 BLOCK S SYCAMORE : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 1 55.411 N, 118 18 5.94 W"
115533,CALIFORNIA WILDLIFE CENTER,Pipilo maculatus megalonyx : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,Oct-94,F,7539,Juvenile,SS,,"OV = 2.5 X 2.0, SMOOTH",26.5,8/26/2010,2010,13700 BLK SHABLOW AVE : SYLMAR : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120161,CALIFORNIA WILDLIFE CENTER,Chordeiles acutipennis texensis : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,14-2885,M,8197,Juvenile,SN,W=179,RT= 1.7 X 0.8,31.4,8/24/2014,2014,McKINLEY AVE AT COLDEN AVE : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120164,CALIFORNIA WILDLIFE CENTER,Larus philadelphia : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,46358,U,,Juvenile,SN,C=27.3; W=249; TAIL=95,,,11/4/2014,2014,21800 BLOCK NEWLAND : HUNTINGTON BEACH : ORANGE CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116048,CALIFORNIA WILDLIFE CENTER,Buteo jamaicensis calurus : Accipitridae : Falconiformes - Subspecies,Accipitridae,Accipitriformes,11-1614,M,7677,Juvenile,SS,,LT= 7.0X1.5; RT= 7.0X1.0,786,6/8/2011,2011,W SAN FERNANDO VALLEY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115999,CALIFORNIA WILDLIFE CENTER,Stercorarius parasiticus : Stercorariidae : Charadriiformes - Species,Stercorariidae,Charadriiformes,Nov-94,M,7732,Juvenile,SS,,LT=4X1; RT=3X1,249,9/17/2011,2011,25200 BLOCK MALIBU RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119790,CALIFORNIA WILDLIFE CENTER,Phalaropus lobatus : Scolopacidae : Charadriiformes - Species,Scolopacidae,Charadriiformes,,F,,Juvenile,SN,,"OV = 5 X 2, GRANULAR",,9/18/2012,2012,WESTWARD BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119973,CALIFORNIA WILDLIFE CENTER,Cepphus columba : Alcidae : Charadriiformes - Species,Alcidae,Charadriiformes,14-2669,M,8148,Juvenile,FB,C=30.5; W=148; T=31.6; TAIL=45,"L+RT = 5 X 1.5, PALE",228,7/29/2014,2014,WILL ROGERS STATE BEACH : PACIFIC PALISADES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119794,CALIFORNIA WILDLIFE CENTER,Tyrannus vociferans : Tyrannidae : Passeriformes - Species,Tyrannidae,Passeriformes,Nov-94,F,,Juvenile,SN,C=17.0; W=112; TAIL=85,"OV = 5 X 2, SMOOTH",33.1,8/23/2011,2011,OAK PARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119997,CALIFORNIA WILDLIFE CENTER,Picoides nuttallii : Picidae : Piciformes - Species,Picidae,Piciformes,14-1651,U,8166,Juvenile,SS,,,28,5/30/2014,2014,31800 BLOCK TYNEBOUQUE CT : WESTLAKE VILLAGE : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116047,CALIFORNIA WILDLIFE CENTER,Buteo lineatus elegans : Accipitridae : Falconiformes - Subspecies,Accipitridae,Accipitriformes,11-1721,F,7669,Juvenile,SS,,"OV= 6X3, GRANULAR",484,6/13/2011,2011,2300 BLOCK N VERMONT AVE : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119896,CALIFORNIA WILDLIFE CENTER,Accipiter striatus velox : Accipitridae : Falconiformes - Subspecies,Accipitridae,Accipitriformes,13-3672,M,8050,Juvenile,SS,,LT = 8 X 2; RT = 7 X 2,101,11/12/2013,2013,22800 BLOCK LEONORA DR : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
119897,CALIFORNIA WILDLIFE CENTER,Accipiter striatus velox : Accipitridae : Falconiformes - Subspecies,Accipitridae,Accipitriformes,13-3702,F,8033,Juvenile,SS,,OV = 10 X 2,,11/20/2013,2013,4100 BLOCK S INGLEWOOD BLVD : COMPTON : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
116106,CALIFORNIA WILDLIFE CENTER,Elanus leucurus majusculus : Accipitridae : Falconiformes - Subspecies,Accipitridae,Accipitriformes,Dec-65,F,7827,Juvenile,SS,,"OV = 5X3, SMOOTH",213,7/21/2012,2012,ZUMA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115896,CALIFORNIA WILDLIFE CENTER,Icterus cucullatus nelsoni : Icteridae : Passeriformes - Subspecies,Icteridae,Passeriformes,11-1562,M,7661,Juvenile,SS,,LT = 2.0 X 1.5; RT = 2 X 1,21,6/29/2011,2011,700 BLOCK PAIGE LANE : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121224,CALIFORNIA WILDLIFE CENTER,Picoides nuttallii : Picidae : Piciformes - Species,Picidae,Piciformes,18-3260,F,9067,Juvenile,SS,,"OV-2X2, SMOOTH",31.9,8/13/2018,2018,23600 BLOCK GRARINO RD : VALENCIA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120350,CALIFORNIA WILDLIFE CENTER,Sula leucogaster brewsteri : Sulidae : Pelecaniformes - Subspecies,Sulidae,Pelecaniformes,15-7639,M,8467,Juvenile,SS,,LT=8X2.5; RT=7X2,572,10/31/2015,2015,BIG ROCK BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120841,CALIFORNIA WILDLIFE CENTER,Xema sabini : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,,M,8750,Juvenile,SS,,"LT=4X1; RT=3X1, BLACK",,8/4/2017,2017,ZUMA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120918,CALIFORNIA WILDLIFE CENTER,Chordeiles acutipennis texensus : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,17-3194,F,,Juvenile,,,"OV=2.5X2.0, SMOOTH",574,8/14/2017,2017,WESTLAKE VILLAGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121849,CALIFORNIA WILDLIFE CENTER,Aphelocoma californica obscura : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,17-840,F,9201,Juvenile,SS,,OV=3X2,69,4/13/2017,2017,"LONG BEACH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 33 47 0.000 N, 118 15  W"
120866,CALIFORNIA WILDLIFE CENTER,Sayornis saya saya : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,17-2756,M,8754,Juvenile,SS,,L+R T=1.5X1.0,19,7/16/2017,2017,OAK PARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120299,CALIFORNIA WILDLIFE CENTER,Chordeiles acutipennis texensus : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,14-3106,U,8406,Juvenile,SS,,NOT FOUND,29.9,9/8/2014,2014,"NORTHRIDGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 13 42.018 N, 118 32 12.317 W"
121785,CALIFORNIA WILDLIFE CENTER,Psaltriparus minimus plumbeus : Aegithalidae : Passeriformes - Subspecies,Aegithalidae,Passeriformes,,U,,Juvenile,SN,,NOT FOUND,3.4,5/1/2011,2011,VIC LOS ANGELES : CALIFORNIA : UNITED STATES : NORTH AMERICA
120406,CALIFORNIA WILDLIFE CENTER,Icterus cucullatus nelsoni : Icteridae : Passeriformes - Subspecies,Icteridae,Passeriformes,14-3225,U,,Juvenile,SN,,NOT FOUND,,9/20/2014,2014,"GRANADA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 16 0.000 N, 118 31 0.000 W"
121195,CALIFORNIA WILDLIFE CENTER,Podilymbus podiceps podiceps : Podicipedidae : Podicipediformes - Subspecies,Podicipedidae,Podicipediformes,18-2992,M,9035,Juvenile,SS,,"LT=5X2.5; RT=5X2, PALE",197,7/19/2018,2018,SIMS VALLEY GOLF COURSE : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120587,CALIFORNIA WILDLIFE CENTER,Asio otus wilsonianus : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,16-1292,F,8543,Juvenile,SS,,"L OV=7X3, SMOOTH",203,5/11/2016,2016,BAKERSFIELD : KERN CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120592,CALIFORNIA WILDLIFE CENTER,Thalasseus elegans : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,16-2347,M,8553,Juvenile,SS,,LT=7X2; RT=4X2,166,7/4/2016,2016,MALIBU LAGOON : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120649,CALIFORNIA WILDLIFE CENTER,Branta bernicla nigricans : Anatidae : Anseriformes - Subspecies,Anatidae,Anseriformes,16-3662,M,8601,Juvenile,SS,,LT=8X2; RT=9X2,706,11/20/2016,2016,"WILL ROGERS STATE BEACH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 11.850 N, 118 32 24.99 W"
122301,CALIFORNIA WILDLIFE CENTER,Larus heermanni : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,21-0270,M,9552,Juvenile,SN,C = 43.2; W = 334,L + R TESTES = 3 X 2,,2/21/2021,2021,"MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 0.000 N, 118 40 0.00 W"
120650,CALIFORNIA WILDLIFE CENTER,Podilymbus podiceps podiceps : Podicipedidae : Podicipediformes - Subspecies,Podicipedidae,Podicipediformes,16-3533,M,8607,Juvenile,SS,,LT=12X3; RT10X3,390,10/20/2016,2016,13100 BLOCK SUPELVEDA BLVD : SYLMAR : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122263,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,20-2482,F,9458,Juvenile,SN,W = 249; TAIL = 217,L OVARY = 13 X 3; R OVARY SMALL,,8/8/2020,2020,"PALMDALE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 35 0.000 N, 118 7 0.000 W"
122265,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,20-2767,M,9459,Juvenile,SN,W = 220; TAIL = 193,LT = 7.0 X 1.5; RT = 6.0 X 1.0,,9/4/2020,2020,8500 BLOCK HASKELL AVE : ENCINO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122264,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,20-2752,F,9450,Juvenile,SN,W = 234; TAIL = 213,,304,9/3/2020,2020,19100 BLOCK KITTRIDGE ST : RESEDA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122275,CALIFORNIA WILDLIFE CENTER,Patagioenas fasciata monilis : Columbidae : Columbiformes - Subspecies,Columbidae,Columbiformes,20-2780,M,9454,Juvenile,SN,,LT = 5 X 1; RT = 4 X 1,258,9/6/2020,2020,25700 BLOCK VISTA VERDE : MONTE NIDO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122276,CALIFORNIA WILDLIFE CENTER,Patagioenas fasciata monilis : Columbidae : Columbiformes - Subspecies,Columbidae,Columbiformes,20-2926,M,9453,Juvenile,SN,,"L + R TESTES = 6 X 2, PALE",231,9/16/2020,2020,19800 BLOCK GRANDVIEW DR : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122329,CALIFORNIA WILDLIFE CENTER,Patagioenas fasciata monilis : Columbidae : Columbiformes - Subspecies,Columbidae,Columbiformes,21-0375,F,9576,Juvenile,SN,W = 200,OVARY 12 X 4,268,3/23/2021,2021,WESTLAKE VILLAGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122809,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,20-3253,F,9582,Juvenile,SN,W = 262; TAIL = 220,"L OVARY 13 X 3; R OVARY 13 X 2, GRANULAR",,10/24/2020,2020,2500 BLOCK WARING DR : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122798,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,21-0457,F,9577,Juvenile,SN,W = 254; TAIL = 212,L OVARY = 18 X 5; R OVARY = 14 X 5; GRANULAR,394,3/19/2021,2021,"SUN VALLEY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 13 3.009 N, 118 22 13.273 W"
122799,CALIFORNIA WILDLIFE CENTER,Patagioenas fasciata monilis : Columbidae : Columbiformes - Subspecies,Columbidae,Columbiformes,21-0479,M,9575,Juvenile,SN,,L+R TESTES = 5 X 2,282,3/26/2021,2021,"LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34   N, 118 15  W"
122217,CALIFORNIA WILDLIFE CENTER,Larus argentatus smithsonianus : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,,M,9517,Juvenile,SS,,"LT =  4 X 1, RT = 5 X 1, BLACK",629,00 NOV-DEC 2020,2020,VIC LOS ANGELES CO COAST : CALIFORNIA : UNITED STATES : NORTH AMERICA
122907,CALIFORNIA WILDLIFE CENTER,Melanerpes formicivorus bairdi : Picidae : Piciformes - Subspecies,Picidae,Piciformes,,M,9695,Juvenile,SS,,NOT FOUND,65,9/26/2020,2020,2000 BLK MONTE VISTA ST : PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120865,CALIFORNIA WILDLIFE CENTER,Butorides virescens anthonyi : Ardeidae : Ciconiiformes - Subspecies,Ardeidae,Pelecaniformes,17-2802,M,8757,Juvenile,SS,,L+R T=4X1,207,7/20/2017,2017,PLAYA VISTA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120936,CALIFORNIA WILDLIFE CENTER,Sialia mexicana occidentalis : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,17-2410,U,8810,Juvenile,SS,,NOT FOUND,15,6/27/2017,2017,"AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 7 46.929 N, 118 46 28.330 W"
115901,CALIFORNIA WILDLIFE CENTER,Hirundo rustica erythrogaster : Hirundinidae : Passeriformes - Subspecies,Hirundinidae,Passeriformes,17-Nov,U,7670,Juvenile,SS,,NOT FOUND,12,6/23/2011,2011,700 BLOCK COUER D'ALENE : VENICE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115900,CALIFORNIA WILDLIFE CENTER,Picoides nuttallii : Picidae : Piciformes - Species,Picidae,Piciformes,11-1553,U,7667,Juvenile,SS,,,20,6/6/2011,2011,22900 BLOCK MANZANO ST : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115898,CALIFORNIA WILDLIFE CENTER,Picoides nuttallii : Picidae : Piciformes - Species,Picidae,Piciformes,11-1605,M,7662,Juvenile,SS,,L+R T = <1,28.6,6/6/2011,2011,LYNN OAKS PARK : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115899,CALIFORNIA WILDLIFE CENTER,Picoides nuttallii : Picidae : Piciformes - Species,Picidae,Piciformes,11-1430,U,7663,Juvenile,SS,,,22,5/25/2011,2011,OLD TOPANGA CYN RD : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
111600,CALIFORNIA WILDLIFE CENTER,Aphelocoma californica obscura : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,2001-0191,M,,Juvenile,SS,,L+R TESTES= 2 X 1,63,5/5/2001,2001,"6700 BLOCK FERNHILL : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
115541,CALIFORNIA WILDLIFE CENTER,Larus californicus : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,10-0042,M,7435,Immature,FB,C=47.5; W=390; TAIL=144,"L T = 4 X 1.5; R T = 3 X 1.5, BLACK",654,1/29/2010,2010,TORRANCE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
111638,CALIFORNIA WILDLIFE CENTER,Carduelis psaltria hesperophilus : Fringillidae : Passeriformes - Subspecies,Fringillidae,Passeriformes,2000-0477,M,,Adult,SN,C=8.4; W=65.5; T=11.9; TAIL=44,,5.5,8/26/2000,2000,"23400 BLOCK SYLVAN ST : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 43.25 N, 118 36 58.607 W"
112109,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,2281,M,,Immature,SS,C=20.1 (13.0 FROM CERE); W=208; T=58.5; TAIL=178,LT= 5 X 1; RT= 5 X 1.5,210,10/10/2002,2002,"LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 1 55.411 N, 118 18 5.94 W"
112324,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,2239,M,,Immature,SN,C=22.3 (14.0 FROM CERE); W=219; T=60.1; TAIL=194,LT= 5 X 1.5 (DARK); RT= 5 X 1.5 (PALE),220,10/4/2002,2002,"29500 BLOCK HEATHERCLIFF RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111788,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,,M,,Immature,SN,W=222; TAIL=193,LT= 2 X 1; RT= 1 X 1,250,10/17/1998,1998,"VIC LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 20.417 N, 118 14 35.17 W"
115224,CALIFORNIA WILDLIFE CENTER,Phalacrocorax penicillatus : Phalacrocoracidae : Pelecaniformes - Species,Phalacrocoracidae,Pelecaniformes,2010-0069,M,7351,Immature,SS,,L T = 12 X 2; R T = 10 X 1,1700,1/23/2010,2010,TOPANGA CANYON MOUTH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
